"","region","year","value","age"
"3695","Лотошинский район",1956,1.46993069528281,46
"3696","Луховицкий район",1956,1.69184967027338,46
"3697","Люберецкий район",1956,1.77716992881861,46
"3698","Можайский район",1956,1.63519917634412,46
"3699","Мытищинский район",1956,1.56901374723803,46
"3700","Наро-Фоминский район",1956,1.71878797470143,46
"3701","Ногинский район",1956,1.68074613876704,46
"3702","Одинцовский район",1956,1.70603579450764,46
"3703","Озёрский район",1956,1.74400586031048,46
"3704","Орехово-Зуевский район",1956,1.73700202565834,46
"3705","Павлово-Посадский район",1956,1.61940929930541,46
"3706","пгт. Восход",1956,1.60142348754448,46
"3707","пгт. Молодёжный",1956,0.925925925925926,46
"3708","пгт. Приокск",1956,2.64267185473411,46
"3709","Подольский район",1956,1.91694122856138,46
"3710","Пушкинский район",1956,1.64676641770539,46
"3711","Раменский район",1956,1.74541943450267,46
"3712","Рузский район",1956,1.68527659302567,46
"3713","Сельские населенные пункты, подчиненные администрации г. Звенигород",1956,1.38452754781616,46
"3714","Сельские населенные пункты, подчиненные администрации г. Королёв",1956,1.65279000644098,46
"3715","Сельские населенные пункты, подчиненные администрации г. Щербинка",1956,1.80987334484744,46
"3716","Сергиево-Посадский район",1956,1.75375868492377,46
"3717","Серебряно-Прудский район",1956,1.68361122407483,46
"3718","Серпуховский район",1956,1.86772534512316,46
"3719","Солнечногорский район",1956,1.68930054716857,46
"3720","Ступинский район",1956,1.66714495820928,46
"3721","Талдомский район",1956,1.62016981459019,46
"3722","Химкинский район",1956,1.75449785761084,46
"3723","Чеховский район",1956,1.75388043645305,46
"3724","Шатурский район",1956,1.61065422156455,46
"3725","Шаховской район",1956,1.71662600209132,46
"3726","Щёлковский район",1956,1.75301674971483,46
"3727","Балашихинский район",1957,1.79969689315484,45
"3728","Волоколамский район",1957,1.58515050716603,45
"3729","Воскресенский район",1957,1.6880843051105,45
"3730","г. Бронницы",1957,1.69472933691658,45
"3731","г. Дзержинский",1957,1.79310344827586,45
"3732","г. Долгопрудный",1957,1.49401177346235,45
"3733","г. Дубна",1957,1.74000527774113,45
"3734","г. Железнодорожный",1957,1.92346259731262,45
"3735","г. Жуковский",1957,1.76880991818501,45
"3736","г. Ивантеевка",1957,1.84033481968239,45
"3737","г. Климовск",1957,1.62306068117139,45
"3738","г. Коломна",1957,1.74445853550948,45
"3739","г. Красноармейск",1957,1.68534982605334,45
"3740","г. Краснознаменск",1957,2.14460560447189,45
"3741","г. Лобня",1957,1.82044113078596,45
"3742","г. Лыткарино",1957,1.93460328763872,45
"3743","г. Орехово-Зуево",1957,1.66920580247731,45
"3744","г. Подольск",1957,1.72909857817257,45
"3745","г. Протвино",1957,1.85441844993902,45
"3746","г. Пущино",1957,1.60909136621914,45
"3747","г. Реутов",1957,1.82091480861276,45
"3748","г. Рошаль",1957,1.69796065043572,45
"3749","г. Серпухов",1957,1.68746221074039,45
"3750","г. Троицк",1957,1.48123159960746,45
"3751","г. Фрязино",1957,1.62632810402363,45
"3752","г. Электросталь",1957,1.75735863671572,45
"3753","г. Юбилейный",1957,1.71465755653164,45
"3754","Дмитровский район",1957,1.75242818764207,45
"3755","Домодедовский район",1957,1.79012090950357,45
"3756","Егорьевский район",1957,1.7196030556749,45
"3757","Зарайский район",1957,1.72714043751044,45
"3758","Истринский район",1957,1.5962866523265,45
"3759","Каширский район",1957,1.73890586665519,45
"3760","Клинский район",1957,1.74350628831448,45
"3761","Коломенский район",1957,1.6746232097778,45
"3762","Красногорский район",1957,1.79226816735992,45
"3763","Ленинский район",1957,1.6699626455724,45
"3764","Лотошинский район",1957,1.79968701095462,45
"3765","Луховицкий район",1957,1.65823676291696,45
"3766","Люберецкий район",1957,1.74879196588338,45
"3767","Можайский район",1957,1.81385982709283,45
"3768","Мытищинский район",1957,1.60384443742993,45
"3769","Наро-Фоминский район",1957,1.65491982569082,45
"3770","Ногинский район",1957,1.73261016710766,45
"3771","Одинцовский район",1957,1.88645750307949,45
"3772","Озёрский район",1957,1.80035499957738,45
"3773","Орехово-Зуевский район",1957,1.80452397029034,45
"3774","Павлово-Посадский район",1957,1.67352078865036,45
"3775","пгт. Восход",1957,1.06761565836299,45
"3776","пгт. Молодёжный",1957,1.20772946859903,45
"3777","пгт. Приокск",1957,2.15629053177691,45
"3778","Подольский район",1957,1.80103921134538,45
"3779","Пушкинский район",1957,1.68860689930807,45
"3780","Раменский район",1957,1.69946291215805,45
"3781","Рузский район",1957,1.82744684589703,45
"3782","Сельские населенные пункты, подчиненные администрации г. Звенигород",1957,1.7199543248644,45
"3783","Сельские населенные пункты, подчиненные администрации г. Королёв",1957,1.65869915912757,45
"3784","Сельские населенные пункты, подчиненные администрации г. Щербинка",1957,2.01496833621186,45
"3785","Сергиево-Посадский район",1957,1.80275622180435,45
"3786","Серебряно-Прудский район",1957,1.74867832452216,45
"3787","Серпуховский район",1957,1.72636771030708,45
"3788","Солнечногорский район",1957,1.66952337003098,45
"3789","Ступинский район",1957,1.6770097212756,45
"3790","Талдомский район",1957,1.68081788251603,45
"3791","Химкинский район",1957,1.67216517559474,45
"3792","Чеховский район",1957,1.75195942830798,45
"3793","Шатурский район",1957,1.66187644062491,45
"3794","Шаховской район",1957,1.8168351341931,45
"3795","Щёлковский район",1957,1.72950311180485,45
"3796","Балашихинский район",1958,1.73941996371903,44
"3797","Волоколамский район",1958,1.63442979754425,44
"3798","Воскресенский район",1958,1.69799478048297,44
"3799","г. Бронницы",1958,1.76602862940822,44
"3800","г. Дзержинский",1958,1.83908045977011,44
"3801","г. Долгопрудный",1958,1.61309966844847,44
"3802","г. Дубна",1958,1.63445045520517,44
"3803","г. Железнодорожный",1958,1.88244088315193,44
"3804","г. Жуковский",1958,1.81097224313607,44
"3805","г. Ивантеевка",1958,1.84229054212626,44
"3806","г. Климовск",1958,1.74791150279996,44
"3807","г. Коломна",1958,1.83819475077195,44
"3808","г. Красноармейск",1958,1.58871279474295,44
"3809","г. Краснознаменск",1958,2.32362719666801,44
"3810","г. Лобня",1958,1.80956818887853,44
"3811","г. Лыткарино",1958,1.91284394595771,44
"3812","г. Орехово-Зуево",1958,1.67251771875207,44
"3813","г. Подольск",1958,1.67881784407386,44
"3814","г. Протвино",1958,1.79343607938796,44
"3815","г. Пущино",1958,1.58394931362196,44
"3816","г. Реутов",1958,1.74312047573212,44
"3817","г. Рошаль",1958,1.55870990926242,44
"3818","г. Серпухов",1958,1.70238160674043,44
"3819","г. Троицк",1958,1.68056918547596,44
"3820","г. Фрязино",1958,1.61673890529707,44
"3821","г. Электросталь",1958,1.78848069049463,44
"3822","г. Юбилейный",1958,1.83829510330242,44
"3823","Дмитровский район",1958,1.68767651718675,44
"3824","Домодедовский район",1958,1.75628275492098,44
"3825","Егорьевский район",1958,1.72065095516038,44
"3826","Зарайский район",1958,1.68420048188172,44
"3827","Истринский район",1958,1.60499525381219,44
"3828","Каширский район",1958,1.86229357666538,44
"3829","Клинский район",1958,1.76325601971813,44
"3830","Коломенский район",1958,1.81459171686371,44
"3831","Красногорский район",1958,1.91052932061006,44
"3832","Ленинский район",1958,1.7266676590044,44
"3833","Лотошинский район",1958,1.79409792085848,44
"3834","Луховицкий район",1958,1.70465458736155,44
"3835","Люберецкий район",1958,1.82091928834375,44
"3836","Можайский район",1958,1.77600799430708,44
"3837","Мытищинский район",1958,1.57663296071751,44
"3838","Наро-Фоминский район",1958,1.78209091885354,44
"3839","Ногинский район",1958,1.78403466978437,44
"3840","Одинцовский район",1958,1.86182160712992,44
"3841","Озёрский район",1958,1.870791423661,44
"3842","Орехово-Зуевский район",1958,1.80705604321404,44
"3843","Павлово-Посадский район",1958,1.57710395309026,44
"3844","пгт. Восход",1958,1.42348754448399,44
"3845","пгт. Молодёжный",1958,1.57004830917874,44
"3846","пгт. Приокск",1958,2.09143968871595,44
"3847","Подольский район",1958,1.76718019508002,44
"3848","Пушкинский район",1958,1.67611720330727,44
"3849","Раменский район",1958,1.72963638642472,44
"3850","Рузский район",1958,1.95364291305251,44
"3851","Сельские населенные пункты, подчиненные администрации г. Звенигород",1958,1.52726234656009,44
"3852","Сельские населенные пункты, подчиненные администрации г. Королёв",1958,1.7709730601729,44
"3853","Сельские населенные пункты, подчиненные администрации г. Щербинка",1958,2.01137017846862,44
"3854","Сергиево-Посадский район",1958,1.74404746139789,44
"3855","Серебряно-Прудский район",1958,1.72427816185441,44
"3856","Серпуховский район",1958,1.92787753015128,44
"3857","Солнечногорский район",1958,1.62996901575582,44
"3858","Ступинский район",1958,1.73081751981921,44
"3859","Талдомский район",1958,1.70247790677526,44
"3860","Химкинский район",1958,1.67796325179306,44
"3861","Чеховский район",1958,1.83168126632857,44
"3862","Шатурский район",1958,1.59500298796278,44
"3863","Шаховской район",1958,1.61205995120251,44
"3864","Щёлковский район",1958,1.73150427247804,44
"3865","Балашихинский район",1959,1.77558612138051,43
"3866","Волоколамский район",1959,1.5112315715987,43
"3867","Воскресенский район",1959,1.74622576062899,43
"3868","г. Бронницы",1959,1.80990511709538,43
"3869","г. Дзержинский",1959,1.83908045977011,43
"3870","г. Долгопрудный",1959,1.58468096623588,43
"3871","г. Дубна",1959,1.73010951312838,43
"3872","г. Железнодорожный",1959,1.84871191817535,43
"3873","г. Жуковский",1959,1.71560507955629,43
"3874","г. Ивантеевка",1959,1.84033481968239,43
"3875","г. Климовск",1959,1.69283025796383,43
"3876","г. Коломна",1959,1.79821901191001,43
"3877","г. Красноармейск",1959,1.64282953227677,43
"3878","г. Краснознаменск",1959,2.55014431332432,43
"3879","г. Лобня",1959,1.71015843429637,43
"3880","г. Лыткарино",1959,1.84558779894368,43
"3881","г. Орехово-Зуево",1959,1.60048353977611,43
"3882","г. Подольск",1959,1.62518506103522,43
"3883","г. Протвино",1959,1.80729570905865,43
"3884","г. Пущино",1959,1.41801176648062,43
"3885","г. Реутов",1959,1.79718094434409,43
"3886","г. Рошаль",1959,1.60812146258198,43
"3887","г. Серпухов",1959,1.6356369404245,43
"3888","г. Троицк",1959,1.4720314033366,43
"3889","г. Фрязино",1959,1.70495953358137,43
"3890","г. Электросталь",1959,1.88461325661171,43
"3891","г. Юбилейный",1959,2.13112087197007,43
"3892","Дмитровский район",1959,1.74967279740993,43
"3893","Домодедовский район",1959,1.80580200552965,43
"3894","Егорьевский район",1959,1.80657871296985,43
"3895","Зарайский район",1959,1.85834585748706,43
"3896","Истринский район",1959,1.65463428228061,43
"3897","Каширский район",1959,1.64421297292644,43
"3898","Клинский район",1959,1.75772609492511,43
"3899","Коломенский район",1959,1.92706641005774,43
"3900","Красногорский район",1959,1.87790555419623,43
"3901","Ленинский район",1959,1.8372424351968,43
"3902","Лотошинский район",1959,1.900290632685,43
"3903","Луховицкий район",1959,1.661437992189,43
"3904","Люберецкий район",1959,1.78938821841572,43
"3905","Можайский район",1959,1.67759322906415,43
"3906","Мытищинский район",1959,1.58425217419699,43
"3907","Наро-Фоминский район",1959,1.79678624517456,43
"3908","Ногинский район",1959,1.79150660607073,43
"3909","Одинцовский район",1959,1.84515614810521,43
"3910","Озёрский район",1959,1.72428366156707,43
"3911","Орехово-Зуевский район",1959,1.81296421336935,43
"3912","Павлово-Посадский район",1959,1.82995218512032,43
"3913","пгт. Восход",1959,2.13523131672598,43
"3914","пгт. Молодёжный",1959,1.65056360708535,43
"3915","пгт. Приокск",1959,2.07522697795071,43
"3916","Подольский район",1959,1.73853025824011,43
"3917","Пушкинский район",1959,1.66425199210651,43
"3918","Раменский район",1959,1.73567108127806,43
"3919","Рузский район",1959,1.94885065733774,43
"3920","Сельские населенные пункты, подчиненные администрации г. Звенигород",1959,1.63431344561804,43
"3921","Сельские населенные пункты, подчиненные администрации г. Королёв",1959,1.87851963906895,43
"3922","Сельские населенные пункты, подчиненные администрации г. Щербинка",1959,1.66234887737478,43
"3923","Сергиево-Посадский район",1959,1.75905571593788,43
"3924","Серебряно-Прудский район",1959,1.84627897519317,43
"3925","Серпуховский район",1959,1.7353905380613,43
"3926","Солнечногорский район",1959,1.60277539719164,43
"3927","Ступинский район",1959,1.63127309251354,43
"3928","Талдомский район",1959,1.78911800381216,43
"3929","Химкинский район",1959,1.69129882704919,43
"3930","Чеховский район",1959,1.75676194867066,43
"3931","Шатурский район",1959,1.70171594433852,43
"3932","Шаховской район",1959,1.76890902753573,43
"3933","Щёлковский район",1959,1.79303996317864,43
"3934","Балашихинский район",1960,2.0350639509518,42
"3935","Волоколамский район",1960,1.69808221428278,42
"3936","Воскресенский район",1960,1.73697598361468,42
"3937","г. Бронницы",1960,1.95798826303954,42
"3938","г. Дзержинский",1960,1.96249243799153,42
"3939","г. Долгопрудный",1960,1.65099127139861,42
"3940","г. Дубна",1960,1.71361657210714,42
"3941","г. Железнодорожный",1960,1.91708144177651,42
"3942","г. Жуковский",1960,1.8320534056116,42
"3943","г. Ивантеевка",1960,1.85793632167723,42
"3944","г. Климовск",1960,1.86541815845038,42
"3945","г. Коломна",1960,1.83750551389502,42
"3946","г. Красноармейск",1960,1.72787011982992,42
"3947","г. Краснознаменск",1960,2.58667933213986,42
"3948","г. Лобня",1960,1.89810500155328,42
"3949","г. Лыткарино",1960,1.99196882479774,42
"3950","г. Орехово-Зуево",1960,1.82900576273432,42
"3951","г. Подольск",1960,1.76261906757172,42
"3952","г. Протвино",1960,2.03182170972392,42
"3953","г. Пущино",1960,1.48338110323327,42
"3954","г. Реутов",1960,1.84069302883664,42
"3955","г. Рошаль",1960,1.78330787889677,42
"3956","г. Серпухов",1960,1.74792502610894,42
"3957","г. Троицк",1960,1.59776741903827,42
"3958","г. Фрязино",1960,1.66660273867516,42
"3959","г. Электросталь",1960,1.90190328648888,42
"3960","г. Юбилейный",1960,2.14738897022938,42
"3961","Дмитровский район",1960,1.751050492526,42
"3962","Домодедовский район",1960,1.86192382288615,42
"3963","Егорьевский район",1960,1.75732743715223,42
"3964","Зарайский район",1960,1.87981583530141,42
"3965","Истринский район",1960,1.7774255632288,42
"3966","Каширский район",1960,1.75038379316776,42
"3967","Клинский район",1960,1.66687733046831,42
"3968","Коломенский район",1960,1.76710240195956,42
"3969","Красногорский район",1960,1.90373270260718,42
"3970","Ленинский район",1960,1.8882769472856,42
"3971","Лотошинский район",1960,1.87234518220434,42
"3972","Луховицкий район",1960,1.7718804020744,42
"3973","Люберецкий район",1960,1.90762973064583,42
"3974","Можайский район",1960,1.79266280073281,42
"3975","Мытищинский район",1960,1.66806352247124,42
"3976","Наро-Фоминский район",1960,1.83578538041113,42
"3977","Ногинский район",1960,1.75414692463893,42
"3978","Одинцовский район",1960,1.96942250561554,42
"3979","Озёрский район",1960,1.79753754261404,42
"3980","Орехово-Зуевский район",1960,1.85938555030385,42
"3981","Павлово-Посадский район",1960,1.79846913677417,42
"3982","пгт. Восход",1960,1.77935943060498,42
"3983","пгт. Молодёжный",1960,1.81159420289855,42
"3984","пгт. Приокск",1960,1.99416342412451,42
"3985","Подольский район",1960,1.80624829077081,42
"3986","Пушкинский район",1960,1.82287113131666,42
"3987","Раменский район",1960,1.81644315085345,42
"3988","Рузский район",1960,1.95683775019568,42
"3989","Сельские населенные пункты, подчиненные администрации г. Звенигород",1960,1.63431344561804,42
"3990","Сельские населенные пункты, подчиненные администрации г. Королёв",1960,1.90451991088998,42
"3991","Сельские населенные пункты, подчиненные администрации г. Щербинка",1960,1.89263097294185,42
"3992","Сергиево-Посадский район",1960,1.87161762498786,42
"3993","Серебряно-Прудский район",1960,1.83407889385929,42
"3994","Серпуховский район",1960,1.70230683629583,42
"3995","Солнечногорский район",1960,1.72555870525414,42
"3996","Ступинский район",1960,1.75323743587904,42
"3997","Талдомский район",1960,1.74363195286779,42
"3998","Химкинский район",1960,1.75971612618933,42
"3999","Чеховский район",1960,1.88739050253573,42
"4000","Шатурский район",1960,1.61492273981958,42
"4001","Шаховской район",1960,1.82554897176717,42
"4002","Щёлковский район",1960,1.8225570831082,42
"4003","Балашихинский район",1961,1.83643711681095,41
"4004","Волоколамский район",1961,1.7576280234898,41
"4005","Воскресенский район",1961,1.6788345280962,41
"4006","г. Бронницы",1961,1.90862721439149,41
"4007","г. Дзержинский",1961,1.84875983061101,41
"4008","г. Долгопрудный",1961,1.63339874145747,41
"4009","г. Дубна",1961,1.75979680696662,41
"4010","г. Железнодорожный",1961,1.73749749311747,41
"4011","г. Жуковский",1961,1.66240024092757,41
"4012","г. Ивантеевка",1961,1.71125713838692,41
"4013","г. Климовск",1961,1.86909024143946,41
"4014","г. Коломна",1961,1.78374503749449,41
"4015","г. Красноармейск",1961,1.65829145728643,41
"4016","г. Краснознаменск",1961,2.52456980015345,41
"4017","г. Лобня",1961,1.81422802112457,41
"4018","г. Лыткарино",1961,1.92669079975471,41
"4019","г. Орехово-Зуево",1961,1.65678611644698,41
"4020","г. Подольск",1961,1.6626162741976,41
"4021","г. Протвино",1961,1.81561148686107,41
"4022","г. Пущино",1961,1.59400613466083,41
"4023","г. Реутов",1961,1.8182777125829,41
"4024","г. Рошаль",1961,1.7383882849699,41
"4025","г. Серпухов",1961,1.67882466568774,41
"4026","г. Троицк",1961,1.67750245338567,41
"4027","г. Фрязино",1961,1.66660273867516,41
"4028","г. Электросталь",1961,1.78433108332411,41
"4029","г. Юбилейный",1961,1.97820074833252,41
"4030","Дмитровский район",1961,1.71247502927602,41
"4031","Домодедовский район",1961,1.80992860974704,41
"4032","Егорьевский район",1961,1.76361483406512,41
"4033","Зарайский район",1961,1.75099596841528,41
"4034","Истринский район",1961,1.76262094070313,41
"4035","Каширский район",1961,1.64851719536866,41
"4036","Клинский район",1961,1.67556721228591,41
"4037","Коломенский район",1961,1.74460746332075,41
"4038","Красногорский район",1961,1.86567164179104,41
"4039","Ленинский район",1961,1.8124339918203,41
"4040","Лотошинский район",1961,1.6934942991281,41
"4041","Луховицкий район",1961,1.57980664575197,41
"4042","Люберецкий район",1961,1.88634625844441,41
"4043","Можайский район",1961,1.63519917634412,41
"4044","Мытищинский район",1961,1.64139627529307,41
"4045","Наро-Фоминский район",1961,1.74591780790948,41
"4046","Ногинский район",1961,1.75722360428625,41
"4047","Одинцовский район",1961,1.8342873704804,41
"4048","Озёрский район",1961,1.71864874764038,41
"4049","Орехово-Зуевский район",1961,1.87373396353815,41
"4050","Павлово-Посадский район",1961,1.75616379055902,41
"4051","пгт. Восход",1961,1.77935943060498,41
"4052","пгт. Молодёжный",1961,1.97262479871176,41
"4053","пгт. Приокск",1961,1.36186770428016,41
"4054","Подольский район",1961,1.73332117881467,41
"4055","Пушкинский район",1961,1.64988884170559,41
"4056","Раменский район",1961,1.69621346108318,41
"4057","Рузский район",1961,1.8993306816185,41
"4058","Сельские населенные пункты, подчиненные администрации г. Звенигород",1961,1.53439908649729,41
"4059","Сельские населенные пункты, подчиненные администрации г. Королёв",1961,1.85724668939721,41
"4060","Сельские населенные пункты, подчиненные администрации г. Щербинка",1961,1.77748992515832,41
"4061","Сергиево-Посадский район",1961,1.72374217584377,41
"4062","Серебряно-Прудский район",1961,1.74867832452216,41
"4063","Серпуховский район",1961,1.7895275045866,41
"4064","Солнечногорский район",1961,1.70166128287956,41
"4065","Ступинский район",1961,1.68149370448757,41
"4066","Талдомский район",1961,1.70464390920118,41
"4067","Химкинский район",1961,1.67564402131373,41
"4068","Чеховский район",1961,1.85761487628708,41
"4069","Шатурский район",1961,1.76147519990894,41
"4070","Шаховской район",1961,1.68177065179505,41
"4071","Щёлковский район",1961,1.71599527726081,41
"4072","Балашихинский район",1962,1.86169602057453,40
"4073","Волоколамский район",1962,1.67344256909367,40
"4074","Воскресенский район",1962,1.73367249182386,40
"4075","г. Бронницы",1962,1.5576153128942,40
"4076","г. Дзержинский",1962,1.83908045977011,40
"4077","г. Долгопрудный",1962,1.51160430340348,40
"4078","г. Дубна",1962,1.76309539517087,40
"4079","г. Железнодорожный",1962,1.86785538478368,40
"4080","г. Жуковский",1962,1.71259348491693,40
"4081","г. Ивантеевка",1962,1.61347101619338,40
"4082","г. Климовск",1962,1.95171210869366,40
"4083","г. Коломна",1962,1.71895677106308,40
"4084","г. Красноармейск",1962,1.6737533822961,40
"4085","г. Краснознаменск",1962,2.46611377004859,40
"4086","г. Лобня",1962,1.68219944082013,40
"4087","г. Лыткарино",1962,1.77833165192966,40
"4088","г. Орехово-Зуево",1962,1.67996953037027,40
"4089","г. Подольск",1962,1.60786614151233,40
"4090","г. Протвино",1962,1.85719037587316,40
"4091","г. Пущино",1962,1.62417659777744,40
"4092","г. Реутов",1962,1.83146319273216,40
"4093","г. Рошаль",1962,1.65753301590154,40
"4094","г. Серпухов",1962,1.64741541095084,40
"4095","г. Троицк",1962,1.79403827281649,40
"4096","г. Фрязино",1962,1.51317555905029,40
"4097","г. Электросталь",1962,1.72001217218103,40
"4098","г. Юбилейный",1962,2.08557019684399,40
"4099","Дмитровский район",1962,1.69594268788317,40
"4100","Домодедовский район",1962,1.7480295464862,40
"4101","Егорьевский район",1962,1.72589045258779,40
"4102","Зарайский район",1962,1.6436460793435,40
"4103","Истринский район",1962,1.68250180703481,40
"4104","Каширский район",1962,1.67290778920788,40
"4105","Клинский район",1962,1.73718637426531,40
"4106","Коломенский район",1962,1.62463445724712,40
"4107","Красногорский район",1962,1.83304787537721,40
"4108","Ленинский район",1962,1.8563803772301,40
"4109","Лотошинский район",1962,1.74938520008943,40
"4110","Луховицкий район",1962,1.55579742621167,40
"4111","Люберецкий район",1962,1.85520932689048,40
"4112","Можайский район",1962,1.62005844322982,40
"4113","Мытищинский район",1962,1.71214611474535,40
"4114","Наро-Фоминский район",1962,1.77022161682502,40
"4115","Ногинский район",1962,1.70667815293735,40
"4116","Одинцовский район",1962,1.83464966306789,40
"4117","Озёрский район",1962,1.76654551601724,40
"4118","Орехово-Зуевский район",1962,1.81380823767725,40
"4119","Павлово-Посадский район",1962,1.59874854882824,40
"4120","пгт. Восход",1962,1.66073546856465,40
"4121","пгт. Молодёжный",1962,2.25442834138486,40
"4122","пгт. Приокск",1962,1.66990920881971,40
"4123","Подольский район",1962,1.58876922475875,40
"4124","Пушкинский район",1962,1.61866460170359,40
"4125","Раменский район",1962,1.733350044796,40
"4126","Рузский район",1962,1.68847143016885,40
"4127","Сельские населенные пункты, подчиненные администрации г. Звенигород",1962,1.78418498429917,40
"4128","Сельские населенные пункты, подчиненные администрации г. Королёв",1962,1.90156533454668,40
"4129","Сельские населенные пункты, подчиненные администрации г. Щербинка",1962,1.64435808865861,40
"4130","Сергиево-Посадский район",1962,1.64428671063202,40
"4131","Серебряно-Прудский район",1962,1.5494103294022,40
"4132","Серпуховский район",1962,1.7383981473127,40
"4133","Солнечногорский район",1962,1.67529171336278,40
"4134","Ступинский район",1962,1.60885317645371,40
"4135","Талдомский район",1962,1.66998787038641,40
"4136","Химкинский район",1962,1.7701526633463,40
"4137","Чеховский район",1962,1.75868295681574,40
"4138","Шатурский район",1962,1.64195668876811,40
"4139","Шаховской район",1962,1.45956779365633,40
"4140","Щёлковский район",1962,1.74050949550739,40
"4141","Балашихинский район",1963,1.63838434866472,39
"4142","Волоколамский район",1963,1.52765800172478,39
"4143","Воскресенский район",1963,1.54933764989594,39
"4144","г. Бронницы",1963,1.59052267865957,39
"4145","г. Дзержинский",1963,1.69630973986691,39
"4146","г. Долгопрудный",1963,1.44258745517288,39
"4147","г. Дубна",1963,1.67238421955403,39
"4148","г. Железнодорожный",1963,1.59073091578698,39
"4149","г. Жуковский",1963,1.47266977864779,39
"4150","г. Ивантеевка",1963,1.46092466557146,39
"4151","г. Климовск",1963,1.66161755255669,39
"4152","г. Коломна",1963,1.49840097044552,39
"4153","г. Красноармейск",1963,1.43022806339389,39
"4154","г. Краснознаменск",1963,2.08614957436703,39
"4155","г. Лобня",1963,1.59055607331469,39
"4156","г. Лыткарино",1963,1.66755682155362,39
"4157","г. Орехово-Зуево",1963,1.48953434457177,39
"4158","г. Подольск",1963,1.50060057543507,39
"4159","г. Протвино",1963,1.71305022729793,39
"4160","г. Пущино",1963,1.61914818725801,39
"4161","г. Реутов",1963,1.75762450389631,39
"4162","г. Рошаль",1963,1.29368430509388,39
"4163","г. Серпухов",1963,1.50842945874002,39
"4164","г. Троицк",1963,1.61003434739941,39
"4165","г. Фрязино",1963,1.45755820643627,39
"4166","г. Электросталь",1963,1.55402788536019,39
"4167","г. Юбилейный",1963,2.17016430779242,39
"4168","Дмитровский район",1963,1.55679548116002,39
"4169","Домодедовский район",1963,1.60937564478191,39
"4170","Егорьевский район",1963,1.54879543954144,39
"4171","Зарайский район",1963,1.52913953100026,39
"4172","Истринский район",1963,1.58583633054368,39
"4173","Каширский район",1963,1.46917459360966,39
"4174","Клинский район",1963,1.56101877014473,39
"4175","Коломенский район",1963,1.37719013222025,39
"4176","Красногорский район",1963,1.62643068808961,39
"4177","Ленинский район",1963,1.7287940970081,39
"4178","Лотошинский район",1963,1.3469707131679,39
"4179","Луховицкий район",1963,1.41174210896984,39
"4180","Люберецкий район",1963,1.65301634097699,39
"4181","Можайский район",1963,1.51861553136403,39
"4182","Мытищинский район",1963,1.51840040055294,39
"4183","Наро-Фоминский район",1963,1.65548503054932,39
"4184","Ногинский район",1963,1.58141333872485,39
"4185","Одинцовский район",1963,1.68502282443301,39
"4186","Озёрский район",1963,1.55805370072972,39
"4187","Орехово-Зуевский район",1963,1.58170155300473,39
"4188","Павлово-Посадский район",1963,1.53676629739675,39
"4189","пгт. Восход",1963,1.30486358244365,39
"4190","пгт. Молодёжный",1963,1.77133655394525,39
"4191","пгт. Приокск",1963,1.215953307393,39
"4192","Подольский район",1963,1.51974892237169,39
"4193","Пушкинский район",1963,1.42569879849124,39
"4194","Раменский район",1963,1.5481313335283,39
"4195","Рузский район",1963,1.60540566444626,39
"4196","Сельские населенные пункты, подчиненные администрации г. Звенигород",1963,1.58435626605766,39
"4197","Сельские населенные пункты, подчиненные администрации г. Королёв",1963,1.69060858363519,39
"4198","Сельские населенные пункты, подчиненные администрации г. Щербинка",1963,1.55080598733448,39
"4199","Сергиево-Посадский район",1963,1.48449294170617,39
"4200","Серебряно-Прудский район",1963,1.53314355429036,39
"4201","Серпуховский район",1963,1.40154591115522,39
"4202","Солнечногорский район",1963,1.55086030720548,39
"4203","Ступинский район",1963,1.58643326039387,39
"4204","Талдомский район",1963,1.68514988736787,39
"4205","Химкинский район",1963,1.50576038870303,39
"4206","Чеховский район",1963,1.62229137851545,39
"4207","Шатурский район",1963,1.53808941122905,39
"4208","Шаховской район",1963,1.63820146392471,39
"4209","Щёлковский район",1963,1.58441896299854,39
"4210","Балашихинский район",1964,1.54021906358355,38
"4211","Волоколамский район",1964,1.41267299084227,38
"4212","Воскресенский район",1964,1.51696343034588,38
"4213","г. Бронницы",1964,1.37114024022377,38
"4214","г. Дзержинский",1964,1.68179068360557,38
"4215","г. Долгопрудный",1964,1.37492387847622,38
"4216","г. Дубна",1964,1.57672516163082,38
"4217","г. Железнодорожный",1964,1.46128461776878,38
"4218","г. Жуковский",1964,1.44255383225418,38
"4219","г. Ивантеевка",1964,1.42181021669405,38
"4220","г. Климовск",1964,1.59001193426971,38
"4221","г. Коломна",1964,1.36193206881341,38
"4222","г. Красноармейск",1964,1.42636258214148,38
"4223","г. Краснознаменск",1964,1.88520697088159,38
"4224","г. Лобня",1964,1.59210935073004,38
"4225","г. Лыткарино",1964,1.38864162364251,38
"4226","г. Орехово-Зуево",1964,1.40259654235941,38
"4227","г. Подольск",1964,1.39221765971117,38
"4228","г. Протвино",1964,1.54673467124958,38
"4229","г. Пущино",1964,1.36269925076683,38
"4230","г. Реутов",1964,1.57566487783653,38
"4231","г. Рошаль",1964,1.36106369598419,38
"4232","г. Серпухов",1964,1.52256362337163,38
"4233","г. Троицк",1964,1.42909715407262,38
"4234","г. Фрязино",1964,1.41920141153005,38
