"","region","year","value","age"
"1026","Серебряно-Прудский район",1917,0.150467669784465,85
"1027","Серпуховский район",1917,0.144365244067491,85
"1028","Солнечногорский район",1917,0.125255455204694,85
"1029","Ступинский район",1917,0.175772141909101,85
"1030","Талдомский район",1917,0.168948189221972,85
"1031","Химкинский район",1917,0.138574021139786,85
"1032","Чеховский район",1917,0.0749193176579069,85
"1033","Шатурский район",1917,0.139438262997638,85
"1034","Шаховской район",1917,0.100209132101778,85
"1035","Щёлковский район",1917,0.130575733925677,85
"1036","Балашихинский район",1918,0.231922661829204,84
"1037","Волоколамский район",1918,0.25255636318837,84
"1038","Воскресенский район",1918,0.159228304317664,84
"1039","г. Бронницы",1918,0.213897877474908,84
"1040","г. Дзержинский",1918,0.181488203266788,84
"1041","г. Долгопрудный",1918,0.224643074632925,84
"1042","г. Дубна",1918,0.181422351233672,84
"1043","г. Железнодорожный",1918,0.176849167714999,84
"1044","г. Жуковский",1918,0.235908246749987,84
"1045","г. Ивантеевка",1918,0.17797074239224,84
"1046","г. Климовск",1918,0.227669145322684,84
"1047","г. Коломна",1918,0.25363917071019,84
"1048","г. Красноармейск",1918,0.177812137611133,84
"1049","г. Краснознаменск",1918,0.0657630338679625,84
"1050","г. Лобня",1918,0.161540851196024,84
"1051","г. Лыткарино",1918,0.174074733448064,84
"1052","г. Орехово-Зуево",1918,0.168907730012585,84
"1053","г. Подольск",1918,0.237436799910612,84
"1054","г. Протвино",1918,0.0942454817607274,84
"1055","г. Пущино",1918,0.296676220646654,84
"1056","г. Реутов",1918,0.172729789955301,84
"1057","г. Рошаль",1918,0.188662294492858,84
"1058","г. Серпухов",1918,0.230858022316276,84
"1059","г. Троицк",1918,0.168670264965653,84
"1060","г. Фрязино",1918,0.163016378351425,84
"1061","г. Электросталь",1918,0.210938364501494,84
"1062","г. Юбилейный",1918,0.159427362941272,84
"1063","Дмитровский район",1918,0.232830474615968,84
"1064","Домодедовский район",1918,0.202203606652086,84
"1065","Егорьевский район",1918,0.213771495038196,84
"1066","Зарайский район",1918,0.178916481786302,84
"1067","Истринский район",1918,0.197685253725104,84
"1068","Каширский район",1918,0.205167936412287,84
"1069","Клинский район",1918,0.233046830563104,84
"1070","Коломенский район",1918,0.274938138918743,84
"1071","Красногорский район",1918,0.234483321099421,84
"1072","Ленинский район",1918,0.1708238529639,84
"1073","Лотошинский район",1918,0.234741784037559,84
"1074","Луховицкий район",1918,0.211281131954671,84
"1075","Люберецкий район",1918,0.224658873237216,84
"1076","Можайский район",1918,0.249822096385907,84
"1077","Мытищинский район",1918,0.231841781589803,84
"1078","Наро-Фоминский район",1918,0.174083096418297,84
"1079","Ногинский район",1918,0.195588920437064,84
"1080","Одинцовский район",1918,0.171726686471995,84
"1081","Озёрский район",1918,0.211309272250866,84
"1082","Орехово-Зуевский район",1918,0.189905469277515,84
"1083","Павлово-Посадский район",1918,0.211526731075736,84
"1084","пгт. Восход",1918,NA,84
"1085","пгт. Молодёжный",1918,NA,84
"1086","пгт. Приокск",1918,0.162127107652399,84
"1087","Подольский район",1918,0.21487452629934,84
"1088","Пушкинский район",1918,0.267903979217146,84
"1089","Раменский район",1918,0.231639440908732,84
"1090","Рузский район",1918,0.215651507164422,84
"1091","Сельские населенные пункты, подчиненные администрации г. Звенигород",1918,0.321153297173851,84
"1092","Сельские населенные пункты, подчиненные администрации г. Королёв",1918,0.232229700583233,84
"1093","Сельские населенные пункты, подчиненные администрации г. Щербинка",1918,0.205094991364421,84
"1094","Сергиево-Посадский район",1918,0.18672034324761,84
"1095","Серебряно-Прудский район",1918,0.178934526230175,84
"1096","Серпуховский район",1918,0.207525038347018,84
"1097","Солнечногорский район",1918,0.194475575186235,84
"1098","Ступинский район",1918,0.252896653154931,84
"1099","Талдомский район",1918,0.288078322647721,84
"1100","Химкинский район",1918,0.221486510775725,84
"1101","Чеховский район",1918,0.145996619025665,84
"1102","Шатурский район",1918,0.258956774138471,84
"1103","Шаховской район",1918,0.174276751481352,84
"1104","Щёлковский район",1918,0.215625062536271,84
"1105","Балашихинский район",1919,0.192312108199959,83
"1106","Волоколамский район",1919,0.234076629296538,83
"1107","Воскресенский район",1919,0.14997852730336,83
"1108","г. Бронницы",1919,0.246805243240279,83
"1109","г. Дзержинский",1919,0.154869933454325,83
"1110","г. Долгопрудный",1919,0.212463630827526,83
"1111","г. Дубна",1919,0.151735057395435,83
"1112","г. Железнодорожный",1919,0.187788291491185,83
"1113","г. Жуковский",1919,0.262008733624454,83
"1114","г. Ивантеевка",1919,0.17992646483611,83
"1115","г. Климовск",1919,0.225833103828147,83
"1116","г. Коломна",1919,0.192986325540362,83
"1117","г. Красноармейск",1919,0.220332431387708,83
"1118","г. Краснознаменск",1919,0.0584560301048555,83
"1119","г. Лобня",1919,0.167753960857409,83
"1120","г. Лыткарино",1919,0.160227879651059,83
"1121","г. Орехово-Зуево",1919,0.155660064913559,83
"1122","г. Подольск",1919,0.207268359451381,83
"1123","г. Протвино",1919,0.110877037365562,83
"1124","г. Пущино",1919,0.181022778699653,83
"1125","г. Реутов",1919,0.179322530029931,83
"1126","г. Рошаль",1919,0.148234659958674,83
"1127","г. Серпухов",1919,0.183744140210913,83
"1128","г. Троицк",1919,0.156403336604514,83
"1129","г. Фрязино",1919,0.189866134785777,83
"1130","г. Электросталь",1919,0.186732322673454,83
"1131","г. Юбилейный",1919,0.182202700504311,83
"1132","Дмитровский район",1919,0.227319694151684,83
"1133","Домодедовский район",1919,0.172492056286882,83
"1134","Егорьевский район",1919,0.195957203785013,83
"1135","Зарайский район",1919,0.17175982251485,83
"1136","Истринский район",1919,0.157625686890942,83
"1137","Каширский район",1919,0.162125711990129,83
"1138","Клинский район",1919,0.221986980977059,83
"1139","Коломенский район",1919,0.222449948761529,83
"1140","Красногорский район",1919,0.184868009678384,83
"1141","Ленинский район",1919,0.1800384176466,83
"1142","Лотошинский район",1919,0.245919964229823,83
"1143","Луховицкий район",1919,0.182470068506306,83
"1144","Люберецкий район",1919,0.213228860388305,83
"1145","Можайский район",1919,0.227110996714461,83
"1146","Мытищинский район",1919,0.198099550466405,83
"1147","Наро-Фоминский район",1919,0.166735433257784,83
"1148","Ногинский район",1919,0.163064021308204,83
"1149","Одинцовский район",1919,0.163756249547134,83
"1150","Озёрский район",1919,0.228214014030936,83
"1151","Орехово-Зуевский район",1919,0.170492910195814,83
"1152","Павлово-Посадский район",1919,0.182011373251215,83
"1153","пгт. Восход",1919,NA,83
"1154","пгт. Молодёжный",1919,NA,83
"1155","пгт. Приокск",1919,0.14591439688716,83
"1156","Подольский район",1919,0.173201890895831,83
"1157","Пушкинский район",1919,0.238553193615267,83
"1158","Раменский район",1919,0.198680722863602,83
"1159","Рузский район",1919,0.191690228590598,83
"1160","Сельские населенные пункты, подчиненные администрации г. Звенигород",1919,0.235512417927491,83
"1161","Сельские населенные пункты, подчиненные администрации г. Королёв",1919,0.218638649404062,83
"1162","Сельские населенные пункты, подчиненные администрации г. Щербинка",1919,0.201496833621186,83
"1163","Сергиево-Посадский район",1919,0.186278923996433,83
"1164","Серебряно-Прудский район",1919,0.183001220008133,83
"1165","Серпуховский район",1919,0.21354025684983,83
"1166","Солнечногорский район",1919,0.149152877579274,83
"1167","Ступинский район",1919,0.223302363955949,83
"1168","Талдомский район",1919,0.181944203777508,83
"1169","Химкинский район",1919,0.214528819337744,83
"1170","Чеховский район",1919,0.143115106808053,83
"1171","Шатурский район",1919,0.22338578867989,83
"1172","Шаховской район",1919,0.191704426629488,83
"1173","Щёлковский район",1919,0.210622160853295,83
"1174","Балашихинский район",1920,0.250866839651886,82
"1175","Волоколамский район",1920,0.238183236828056,82
"1176","Воскресенский район",1920,0.200852300882032,82
"1177","г. Бронницы",1920,0.235836121318488,82
"1178","г. Дзержинский",1920,0.198427102238355,82
"1179","г. Долгопрудный",1920,0.219229988497192,82
"1180","г. Дубна",1920,0.211109645071909,82
"1181","г. Железнодорожный",1920,0.192346259731262,82
"1182","г. Жуковский",1920,0.317221302012749,82
"1183","г. Ивантеевка",1920,0.236642415708363,82
"1184","г. Климовск",1920,0.253373726246213,82
"1185","г. Коломна",1920,0.246746801940891,82
"1186","г. Красноармейск",1920,0.262852725164283,82
"1187","г. Краснознаменск",1920,0.0657630338679625,82
"1188","г. Лобня",1920,0.170860515688102,82
"1189","г. Лыткарино",1920,0.176052855419065,82
"1190","г. Орехово-Зуево",1920,0.230178181095582,82
"1191","г. Подольск",1920,0.264811866253247,82
"1192","г. Протвино",1920,0.110877037365562,82
"1193","г. Пущино",1920,0.160909136621914,82
"1194","г. Реутов",1920,0.196463654223969,82
"1195","г. Рошаль",1920,0.197646213278232,82
"1196","г. Серпухов",1920,0.244206955579462,82
"1197","г. Троицк",1920,0.177870461236506,82
"1198","г. Фрязино",1920,0.218633730965441,82
"1199","г. Электросталь",1920,0.237910811109882,82
"1200","г. Юбилейный",1920,0.182202700504311,82
"1201","Дмитровский район",1920,0.245229730660605,82
"1202","Домодедовский район",1920,0.213758098460777,82
"1203","Егорьевский район",1920,0.229489987320416,82
"1204","Зарайский район",1920,0.262410839953243,82
"1205","Истринский район",1920,0.231648799519285,82
"1206","Каширский район",1920,0.216645862924863,82
"1207","Клинский район",1920,0.260696454528218,82
"1208","Коломенский район",1920,0.337424079582094,82
"1209","Красногорский район",1920,0.259630807710083,82
"1210","Ленинский район",1920,0.2133526130379,82
"1211","Лотошинский район",1920,0.26268723451822,82
"1212","Луховицкий район",1920,0.252897112491197,82
"1213","Люберецкий район",1920,0.239636131453031,82
"1214","Можайский район",1920,0.314927248777386,82
"1215","Мытищинский район",1920,0.234562929261045,82
"1216","Наро-Фоминский район",1920,0.207995387928355,82
"1217","Ногинский район",1920,0.206577062034652,82
"1218","Одинцовский район",1920,0.21085428592131,82
"1219","Озёрский район",1920,0.202856901360832,82
"1220","Орехово-Зуевский район",1920,0.195813639432816,82
"1221","Павлово-Посадский район",1920,0.205623659510832,82
"1222","пгт. Восход",1920,NA,82
"1223","пгт. Молодёжный",1920,NA,82
"1224","пгт. Приокск",1920,NA,82
"1225","Подольский район",1920,0.21487452629934,82
"1226","Пушкинский район",1920,0.298503734419104,82
"1227","Раменский район",1920,0.235353099280014,82
"1228","Рузский район",1920,0.198079902876951,82
"1229","Сельские населенные пункты, подчиненные администрации г. Звенигород",1920,0.328290037111048,82
"1230","Сельские населенные пункты, подчиненные администрации г. Королёв",1920,0.256457226598278,82
"1231","Сельские населенные пункты, подчиненные администрации г. Щербинка",1920,0.266263672999424,82
"1232","Сергиево-Посадский район",1920,0.257788842687007,82
"1233","Серебряно-Прудский район",1920,0.235868239121594,82
"1234","Серпуховский район",1920,0.2977533158892,82
"1235","Солнечногорский район",1920,0.210132507086822,82
"1236","Ступинский район",1920,0.303117265128959,82
"1237","Талдомский район",1920,0.266418298388494,82
"1238","Химкинский район",1920,0.265551889882937,82
"1239","Чеховский район",1920,0.160404180113724,82
"1240","Шатурский район",1920,0.268916650066873,82
"1241","Шаховской район",1920,0.261415127222029,82
"1242","Щёлковский район",1920,0.240139280782854,82
"1243","Балашихинский район",1921,0.318032561023215,81
"1244","Волоколамский район",1921,0.369594677836639,81
"1245","Воскресенский район",1921,0.233887218790261,81
"1246","г. Бронницы",1921,0.224866999396698,81
"1247","г. Дзержинский",1921,0.20810647307925,81
"1248","г. Долгопрудный",1921,0.274714121388457,81
"1249","г. Дубна",1921,0.277081409156881,81
"1250","г. Железнодорожный",1921,0.261627376980437,81
"1251","г. Жуковский",1921,0.342317924007429,81
"1252","г. Ивантеевка",1921,0.269889697254166,81
"1253","г. Климовск",1921,0.260717892224364,81
"1254","г. Коломна",1921,0.320495147772386,81
"1255","г. Красноармейск",1921,0.33243138770777,81
"1256","г. Краснознаменск",1921,0.0949910489203902,81
"1257","г. Лобня",1921,0.242311276794035,81
"1258","г. Лыткарино",1921,0.233418392578086,81
"1259","г. Орехово-Зуево",1921,0.26081340663708,81
"1260","г. Подольск",1921,0.326266096818347,81
"1261","г. Протвино",1921,0.180175185719038,81
"1262","г. Пущино",1921,0.286619399607784,81
"1263","г. Реутов",1921,0.247887026806081,81
"1264","г. Рошаль",1921,0.2785014823466,81
"1265","г. Серпухов",1921,0.300743614105896,81
"1266","г. Троицк",1921,0.177870461236506,81
"1267","г. Фрязино",1921,0.299183000268498,81
"1268","г. Электросталь",1921,0.264191656523182,81
"1269","г. Юбилейный",1921,0.201724418415487,81
"1270","Дмитровский район",1921,0.308603705999862,81
"1271","Домодедовский район",1921,0.245120290512937,81
"1272","Егорьевский район",1921,0.246256379088118,81
"1273","Зарайский район",1921,0.255254180681791,81
"1274","Истринский район",1921,0.287383849027685,81
"1275","Каширский район",1921,0.285513422000316,81
"1276","Клинский район",1921,0.323105605763762,81
"1277","Коломенский район",1921,0.29743307755755,81
"1278","Красногорский район",1921,0.276622352717288,81
"1279","Ленинский район",1921,0.240996307086,81
"1280","Лотошинский район",1921,0.318578135479544,81
"1281","Луховицкий район",1921,0.2769063320315,81
"1282","Люберецкий район",1921,0.321616913265909,81
"1283","Можайский район",1921,0.361863521431708,81
"1284","Мытищинский район",1921,0.284087816877646,81
"1285","Наро-Фоминский район",1921,0.229473172551391,81
"1286","Ногинский район",1921,0.25756203904746,81
"1287","Одинцовский район",1921,0.232229548583436,81
"1288","Озёрский район",1921,0.233848927957625,81
"1289","Орехово-Зуевский район",1921,0.237170830519919,81
"1290","Павлово-Посадский район",1921,0.256783613073336,81
"1291","пгт. Восход",1921,NA,81
"1292","пгт. Молодёжный",1921,NA,81
"1293","пгт. Приокск",1921,0.210765239948119,81
"1294","Подольский район",1921,0.247431272708331,81
"1295","Пушкинский район",1921,0.342217670421902,81
"1296","Раменский район",1921,0.298485291591813,81
"1297","Рузский район",1921,0.297119854315426,81
"1298","Сельские населенные пункты, подчиненные администрации г. Звенигород",1921,0.378247216671425,81
"1299","Сельские населенные пункты, подчиненные администрации г. Королёв",1921,0.30136678701641,81
"1300","Сельские населенные пункты, подчиненные администрации г. Щербинка",1921,0.241076568796776,81
"1301","Сергиево-Посадский район",1921,0.302813606306998,81
"1302","Серебряно-Прудский район",1921,0.260268401789345,81
"1303","Серпуховский район",1921,0.267677223375139,81
"1304","Солнечногорский район",1921,0.260399498978179,81
"1305","Ступинский район",1921,0.341679520751874,81
"1306","Талдомский район",1921,0.359556402703171,81
"1307","Химкинский район",1921,0.318894190907457,81
"1308","Чеховский район",1921,0.231481481481481,81
"1309","Шатурский район",1921,0.300219117270425,81
"1310","Шаховской район",1921,0.270128964796096,81
"1311","Щёлковский район",1921,0.28916771727602,81
"1312","Балашихинский район",1922,0.358791246641714,80
"1313","Волоколамский район",1922,0.492792903782186,80
"1314","Воскресенский район",1922,0.321099402067986,80
"1315","г. Бронницы",1922,0.340042779575495,80
"1316","г. Дзержинский",1922,0.29038112522686,80
"1317","г. Долгопрудный",1922,0.36267677109412,80
"1318","г. Дубна",1922,0.448607995777807,80
"1319","г. Железнодорожный",1922,0.340936024357782,80
"1320","г. Жуковский",1922,0.461777844702103,80
"1321","г. Ивантеевка",1922,0.369631541891575,80
"1322","г. Климовск",1922,0.359864132929404,80
"1323","г. Коломна",1922,0.378391045434495,80
"1324","г. Красноармейск",1922,0.452261306532663,80
"1325","г. Краснознаменск",1922,0.0986445508019437,80
"1326","г. Лобня",1922,0.307548928238583,80
"1327","г. Лыткарино",1922,0.365952564635135,80
"1328","г. Орехово-Зуево",1922,0.351063125124197,80
"1329","г. Подольск",1922,0.435207687365569,80
"1330","г. Протвино",1922,0.194034815389733,80
"1331","г. Пущино",1922,0.306733041685523,80
"1332","г. Реутов",1922,0.313814427552379,80
"1333","г. Рошаль",1922,0.359356751414967,80
"1334","г. Серпухов",1922,0.424810170316684,80
"1335","г. Троицк",1922,0.230004906771344,80
"1336","г. Фрязино",1922,0.377814429826244,80
"1337","г. Электросталь",1922,0.384530264468297,80
"1338","г. Юбилейный",1922,0.257035952497153,80
"1339","Дмитровский район",1922,0.472549424812289,80
"1340","Домодедовский район",1922,0.319399166425948,80
"1341","Егорьевский район",1922,0.368860618889436,80
"1342","Зарайский район",1922,0.400772919201317,80
"1343","Истринский район",1922,0.344860618833222,80
"1344","Каширский район",1922,0.380206315729064,80
"1345","Клинский район",1922,0.398944574353789,80
"1346","Коломенский район",1922,0.387412832112775,80
"1347","Красногорский район",1922,0.377212299159938,80
"1348","Ленинский район",1922,0.3324331412451,80
"1349","Лотошинский район",1922,0.480661748267382,80
"1350","Луховицкий район",1922,0.401754273641078,80
"1351","Люберецкий район",1922,0.409903909064394,80
"1352","Можайский район",1922,0.531439732311839,80
"1353","Мытищинский район",1922,0.378783755836862,80
"1354","Наро-Фоминский район",1922,0.336862095666574,80
"1355","Ногинский район",1922,0.347664800147681,80
"1356","Одинцовский район",1922,0.32171581769437,80
"1357","Озёрский район",1922,0.290198067224523,80
"1358","Орехово-Зуевский район",1922,0.349426063470628,80
"1359","Павлово-Посадский район",1922,0.34139430550363,80
"1360","пгт. Восход",1922,NA,80
"1361","пгт. Молодёжный",1922,NA,80
"1362","пгт. Приокск",1922,0.210765239948119,80
"1363","Подольский район",1922,0.360728750211619,80
"1364","Пушкинский район",1922,0.477106387230535,80
"1365","Раменский район",1922,0.416393944880026,80
"1366","Рузский район",1922,0.434497851472021,80
"1367","Сельские населенные пункты, подчиненные администрации г. Звенигород",1922,0.520982015415358,80
"1368","Сельские населенные пункты, подчиненные администрации г. Королёв",1922,0.397685975807929,80
"1369","Сельские населенные пункты, подчиненные администрации г. Щербинка",1922,0.410189982728843,80
"1370","Сергиево-Посадский район",1922,0.391097456542275,80
"1371","Серебряно-Прудский район",1922,0.435136234241562,80
"1372","Серпуховский район",1922,0.436103341453878,80
"1373","Солнечногорский район",1922,0.352692992286901,80
"1374","Ступинский район",1922,0.4735086271837,80
"1375","Талдомский район",1922,0.463524519147461,80
"1376","Химкинский район",1922,0.39310956624592,80
"1377","Чеховский район",1922,0.284309205471031,80
"1378","Шатурский район",1922,0.458154292706525,80
"1379","Шаховской район",1922,0.370338096897874,80
"1380","Щёлковский район",1922,0.423745772548078,80
"1381","Балашихинский район",1923,0.443753013846472,79
"1382","Волоколамский район",1923,0.583138269475586,79
"1383","Воскресенский район",1923,0.418222060718179,79
"1384","г. Бронницы",1923,0.427795754949816,79
"1385","г. Дзержинский",1923,0.338777979431337,79
"1386","г. Долгопрудный",1923,0.464172136139116,79
"1387","г. Дубна",1923,0.468399525003299,79
"1388","г. Железнодорожный",1923,0.433918576455359,79
"1389","г. Жуковский",1923,0.511971088691462,79
"1390","г. Ивантеевка",1923,0.453727606978018,79
"1391","г. Климовск",1923,0.488387037547049,79
"1392","г. Коломна",1923,0.547254080282311,79
"1393","г. Красноармейск",1923,0.529570931580982,79
"1394","г. Краснознаменск",1923,0.0986445508019437,79
"1395","г. Лобня",1923,0.363466915191053,79
"1396","г. Лыткарино",1923,0.43123058967816,79
"1397","г. Орехово-Зуево",1923,0.423097304100152,79
"1398","г. Подольск",1923,0.539679879326238,79
"1399","г. Протвино",1923,0.252245260006653,79
"1400","г. Пущино",1923,0.336903504802132,79
"1401","г. Реутов",1923,0.363919252119566,79
"1402","г. Рошаль",1923,0.435720061090648,79
"1403","г. Серпухов",1923,0.457789887790437,79
"1404","г. Троицк",1923,0.269872423945044,79
"1405","г. Фрязино",1923,0.408499865751218,79
"1406","г. Электросталь",1923,0.428792740953856,79
"1407","г. Юбилейный",1923,0.416463315438425,79
"1408","Дмитровский район",1923,0.536612247709582,79
"1409","Домодедовский район",1923,0.40523253414765,79
"1410","Егорьевский район",1923,0.490416959205273,79
"1411","Зарайский район",1923,0.484267277368258,79
"1412","Истринский район",1923,0.474618780969964,79
"1413","Каширский район",1923,0.434726466663797,79
"1414","Клинский район",1923,0.470043607406939,79
"1415","Коломенский район",1923,0.667349846284586,79
"1416","Красногорский район",1923,0.401000462170024,79
"1417","Ленинский район",1923,0.4359197907585,79
"1418","Лотошинский район",1923,0.637156270959088,79
"1419","Луховицкий район",1923,0.542608361610859,79
"1420","Люберецкий район",1923,0.49858504323698,79
"1421","Можайский район",1923,0.648023377291928,79
"1422","Мытищинский район",1923,0.481643137809803,79
"1423","Наро-Фоминский район",1923,0.397904220384678,79
"1424","Ногинский район",1923,0.455788113467945,79
"1425","Одинцовский район",1923,0.404318527642924,79
"1426","Озёрский район",1923,0.504324796438734,79
"1427","Орехово-Зуевский район",1923,0.460837272113437,79
"1428","Павлово-Посадский район",1923,0.516518761929124,79
"1429","пгт. Восход",1923,NA,79
"1430","пгт. Молодёжный",1923,NA,79
"1431","пгт. Приокск",1923,0.12970168612192,79
"1432","Подольский район",1923,0.431051322455039,79
"1433","Пушкинский район",1923,0.55953838083581,79
"1434","Раменский район",1923,0.512484855236955,79
"1435","Рузский район",1923,0.50158943147873,79
"1436","Сельские населенные пункты, подчиненные администрации г. Звенигород",1923,0.570939194975735,79
"1437","Сельские населенные пункты, подчиненные администрации г. Королёв",1923,0.450868349987295,79
"1438","Сельские населенные пункты, подчиненные администрации г. Щербинка",1923,0.395797351755901,79
"1439","Сергиево-Посадский район",1923,0.479381306777551,79
"1440","Серебряно-Прудский район",1923,0.451403009353396,79
"1441","Серпуховский район",1923,0.481217480224969,79
"1442","Солнечногорский район",1923,0.430153602742435,79
"1443","Ступинский район",1923,0.556910714926283,79
"1444","Талдомский район",1923,0.560994628313984,79
"1445","Химкинский район",1923,0.485878785418998,79
"1446","Чеховский район",1923,0.354426002766252,79
"1447","Шатурский район",1923,0.525027745368658,79
"1448","Шаховской район",1923,0.474904147786685,79
"1449","Щёлковский район",1923,0.508795101158672,79
"1450","Балашихинский район",1924,0.518381593147948,78
"1451","Волоколамский район",1924,0.685803457763541,78
"1452","Воскресенский район",1924,0.527237289815335,78
"1453","г. Бронницы",1924,0.542971535128613,78
"1454","г. Дзержинский",1924,0.430732002419843,78
"1455","г. Долгопрудный",1924,0.487177752215982,78
"1456","г. Дубна",1924,0.600343053173242,78
"1457","г. Железнодорожный",1924,0.510492442888658,78
"1458","г. Жуковский",1924,0.645485117703157,78
"1459","г. Ивантеевка",1924,0.547602284283814,78
"1460","г. Климовск",1924,0.464518498118057,78
"1461","г. Коломна",1924,0.646504190560212,78
"1462","г. Красноармейск",1924,0.579822187862389,78
"1463","г. Краснознаменск",1924,0.0949910489203902,78
"1464","г. Лобня",1924,0.45045045045045,78
"1465","г. Лыткарино",1924,0.522224200344193,78
"1466","г. Орехово-Зуево",1924,0.573789494601576,78
"1467","г. Подольск",1924,0.597782060951423,78
"1468","г. Протвино",1924,0.332631112096685,78
"1469","г. Пущино",1924,0.437471715190828,78
"1470","г. Реутов",1924,0.474677285373347,78
"1471","г. Рошаль",1924,0.49411553319558,78
"1472","г. Серпухов",1924,0.637607871159237,78
"1473","г. Троицк",1924,0.404808635917566,78
"1474","г. Фрязино",1924,0.502474013271451,78
"1475","г. Электросталь",1924,0.570570985946664,78
"1476","г. Юбилейный",1924,0.45876037091264,78
"1477","Дмитровский район",1924,0.614452021767583,78
"1478","Домодедовский район",1924,0.496017826930219,78
"1479","Егорьевский район",1924,0.692661559903174,78
"1480","Зарайский район",1924,0.582074954078103,78
"1481","Истринский район",1924,0.586959740135332,78
"1482","Каширский район",1924,0.589678474583566,78
"1483","Клинский район",1924,0.598811856158756,78
"1484","Коломенский район",1924,0.752330725586743,78
"1485","Красногорский район",1924,0.496832776010657,78
"1486","Ленинский район",1924,0.4926248041905,78
"1487","Лотошинский район",1924,0.491839928459647,78
"1488","Луховицкий район",1924,0.576221268967283,78
"1489","Люберецкий район",1924,0.59278411464697,78
"1490","Можайский район",1924,0.716156676306267,78
"1491","Мытищинский район",1924,0.6155236032349,78
"1492","Наро-Фоминский район",1924,0.500771504631854,78
"1493","Ногинский район",1924,0.570943837410666,78
"1494","Одинцовский район",1924,0.459387000941961,78
"1495","Озёрский район",1924,0.645197644605979,78
"1496","Орехово-Зуевский район",1924,0.62542201215395,78
"1497","Павлово-Посадский район",1924,0.595226382794514,78
"1498","пгт. Восход",1924,NA,78
"1499","пгт. Молодёжный",1924,0.281803542673108,78
"1500","пгт. Приокск",1924,0.194552529182879,78
"1501","Подольский район",1924,0.546953339671047,78
"1502","Пушкинский район",1924,0.675068068843204,78
"1503","Раменский район",1924,0.575152840252343,78
"1504","Рузский район",1924,0.547914570054791,78
"1505","Сельские населенные пункты, подчиненные администрации г. Звенигород",1924,0.749357693405652,78
"1506","Сельские населенные пункты, подчиненные администрации г. Королёв",1924,0.53891472501758,78
"1507","Сельские населенные пункты, подчиненные администрации г. Щербинка",1924,0.503742084052965,78
"1508","Сергиево-Посадский район",1924,0.556188256482242,78
"1509","Серебряно-Прудский район",1924,0.544936966246442,78
"1510","Серпуховский район",1924,0.628590333543866,78
"1511","Солнечногорский район",1924,0.513382556529765,78
"1512","Ступинский район",1924,0.648383972450407,78
"1513","Талдомский район",1924,0.576156645295443,78
"1514","Химкинский район",1924,0.569371082674769,78
"1515","Чеховский район",1924,0.410135238973413,78
"1516","Шатурский район",1924,0.724225263936712,78
"1517","Шаховской район",1924,0.714534681073545,78
"1518","Щёлковский район",1924,0.559324408156731,78
"1519","Балашихинский район",1925,0.621713472180762,77
"1520","Волоколамский район",1925,0.792575253583015,77
"1521","Воскресенский район",1925,0.601235505929768,77
"1522","г. Бронницы",1925,0.570394339933088,77
"1523","г. Дзержинский",1925,0.527525710828796,77
"1524","г. Долгопрудный",1925,0.633331077880777,77
"1525","г. Дубна",1925,0.676210581870959,77
"1526","г. Железнодорожный",1925,0.631734398074714,77
"1527","г. Жуковский",1925,0.763941173518044,77
"1528","г. Ивантеевка",1925,0.606273957599937,77
"1529","г. Климовск",1925,0.629762232626457,77
"1530","г. Коломна",1925,0.771256065284517,77
"1531","г. Красноармейск",1925,0.568225744105141,77
"1532","г. Краснознаменск",1925,0.186328595959227,77
"1533","г. Лобня",1925,0.582479030754893,77
"1534","г. Лыткарино",1925,0.587502225387217,77
"1535","г. Орехово-Зуево",1925,0.729449559515135,77
"1536","г. Подольск",1925,0.732422693371323,77
"1537","г. Протвино",1925,0.343718815833241,77
"1538","г. Пущино",1925,0.563181978176698,77
"1539","г. Реутов",1925,0.555108714283831,77
"1540","г. Рошаль",1925,0.557002964693199,77
"1541","г. Серпухов",1925,0.78366090568586,77
"1542","г. Троицк",1925,0.493743866535819,77
"1543","г. Фрязино",1925,0.606037359518239,77
"1544","г. Электросталь",1925,0.741396481133119,77
"1545","г. Юбилейный",1925,0.491296567431267,77
"1546","Дмитровский район",1925,0.704691051870221,77
"1547","Домодедовский район",1925,0.60578549911278,77
"1548","Егорьевский район",1925,0.834127990443157,77
"1549","Зарайский район",1925,0.715665927145209,77
"1550","Истринский район",1925,0.628761027266631,77
"1551","Каширский район",1925,0.690110331568602,77
"1552","Клинский район",1925,0.704670416482336,77
"1553","Коломенский район",1925,0.784823414731685,77
"1554","Красногорский район",1925,0.608976973058206,77
"1555","Ленинский район",1925,0.605326018386601,77
"1556","Лотошинский район",1925,0.782472613458529,77
"1557","Луховицкий район",1925,0.750688264293489,77
"1558","Люберецкий район",1925,0.694865953538968,77
"1559","Можайский район",1925,0.840310687843505,77
"1560","Мытищинский район",1925,0.684096524550194,77
"1561","Наро-Фоминский район",1925,0.638116285247588,77
"1562","Ногинский район",1925,0.654014187888431,77
"1563","Одинцовский район",1925,0.544163466415477,77
"1564","Озёрский район",1925,0.879046572563604,77
"1565","Орехово-Зуевский район",1925,0.74527346387576,77
"1566","Павлово-Посадский район",1925,0.717223195135869,77
"1567","пгт. Восход",1925,NA,77
"1568","пгт. Молодёжный",1925,0.281803542673108,77
"1569","пгт. Приокск",1925,0.226977950713359,77
"1570","Подольский район",1925,0.634205420047142,77
