"","region","year","value","age"
"1531","Дивеевский район",1928,1.00653670388153,74
"1532","Княгининский район",1928,1.01057950418443,74
"1533","Ковернинский район",1928,1.16083130499906,74
"1534","Краснобаковский район",1928,1.26286042301409,74
"1535","Краснооктябрьский район",1928,1.57017413305551,74
"1536","Кстовский район",1928,0.990609622450953,74
"1537","Кулебакский район",1928,0.66859312142331,74
"1538","Лукояновский район",1928,1.52186588921283,74
"1539","Лысковский район",1928,1.18678322993044,74
"1540","Навашинский район",1928,1.26389191544999,74
"1541","Павловский район",1928,1.00631549725866,74
"1542","Первомайский район",1928,1.37183466018981,74
"1543","Перевозский район",1928,0.978747203579418,74
"1544","Пильнинский район",1928,1.47215956310103,74
"1545","Починковский район",1928,1.39330382341582,74
"1546","Сельские населенные пункты, подчиненные администрации г. Дзержинска",1928,0.793195826073924,74
"1547","Сельские населенные пункты, подчиненные администрации г. Кулебаки",1928,0.965527838959176,74
"1548","Семеновский район",1928,1.20096076861489,74
"1549","Сергачский район",1928,1.19877881410526,74
"1550","Сеченовский район",1928,1.41052512320852,74
"1551","Сокольский район",1928,1.36603539273518,74
"1552","Сосновский район",1928,1.20089838199569,74
"1553","Спасский район",1928,1.52836800119287,74
"1554","Тонкинский район",1928,1.1593152794131,74
"1555","Тоншаевский район",1928,1.15761353517364,74
"1556","Уренский район",1928,1.11954340190667,74
"1557","Чкаловский район",1928,1.34921887328389,74
"1558","Шарангский район",1928,1.01660206245886,74
"1559","Шатковский район",1928,1.02418207681366,74
"1560","Шахунский район",1928,1.27244322684357,74
"1561","Ардатовский район",1929,0.902160524651287,73
"1562","Арзамасский район",1929,1.31005318685151,73
"1563","Балахнинский район",1929,1.26828153564899,73
"1564","Богородский район",1929,1.27413634572442,73
"1565","Большеболдинский район",1929,1.16779348494161,73
"1566","Большемурашкинский район",1929,1.13222806308128,73
"1567","Борский район",1929,1.28090696982509,73
"1568","Бутурлинский район",1929,1.12180469564151,73
"1569","Вадский район",1929,0.933436333204584,73
"1570","Варнавинский район",1929,1.15577462394833,73
"1571","Вачский район",1929,1.73360796429797,73
"1572","Ветлужский район",1929,1.39505051044952,73
"1573","Вознесенский район",1929,1.08728787724825,73
"1574","Володарский район",1929,0.756216602041013,73
"1575","Воротынский район",1929,1.5368235893163,73
"1576","Воскресенский район",1929,1.5200608024321,73
"1577","Выксунский район",1929,1.30064183108636,73
"1578","Гагинский район",1929,1.74739219985383,73
"1579","г. Арзамас",1929,0.558659217877095,73
"1580","г. Балахна",1929,0.985083521761231,73
"1581","г. Богородск",1929,1.07220257784875,73
"1582","г. Бор",1929,0.948963852189659,73
"1583","г. Выкса",1929,0.87724998375463,73
"1584","г. Городец",1929,1.12960573927819,73
"1585","г. Кстово",1929,0.879190962099125,73
"1586","г. Нижний Новгород",1929,0.827785684771131,73
"1587","Городецкий район",1929,0.953132494700521,73
"1588","г. Павлово",1929,1.05305478668295,73
"1589","г. Саров",1929,0.661414373178184,73
"1590","Дальнеконстантиновский район",1929,1.15817607515996,73
"1591","Дивеевский район",1929,0.989182622780124,73
"1592","Княгининский район",1929,0.947418285172904,73
"1593","Ковернинский район",1929,1.13274667665231,73
"1594","Краснобаковский район",1929,1.28493840243741,73
"1595","Краснооктябрьский район",1929,1.77109688941807,73
"1596","Кстовский район",1929,1.05292562906934,73
"1597","Кулебакский район",1929,0.71392146863845,73
"1598","Лукояновский район",1929,1.40816326530612,73
"1599","Лысковский район",1929,1.22673434856176,73
"1600","Навашинский район",1929,1.35832062177671,73
"1601","Павловский район",1929,1.33250052050802,73
"1602","Первомайский район",1929,1.23240228489183,73
"1603","Перевозский район",1929,0.900447427293065,73
"1604","Пильнинский район",1929,1.49986149036369,73
"1605","Починковский район",1929,1.21505599952467,73
"1606","Сельские населенные пункты, подчиненные администрации г. Дзержинска",1929,0.787200959178703,73
"1607","Сельские населенные пункты, подчиненные администрации г. Кулебаки",1929,0.909184039338216,73
"1608","Семеновский район",1929,1.26901521216974,73
"1609","Сергачский район",1929,1.30801333221298,73
"1610","Сеченовский район",1929,1.63711550444684,73
"1611","Сокольский район",1929,1.40329090344613,73
"1612","Сосновский район",1929,1.43466104413989,73
"1613","Спасский район",1929,1.52091254752852,73
"1614","Тонкинский район",1929,1.00534371886604,73
"1615","Тоншаевский район",1929,1.14574057583853,73
"1616","Уренский район",1929,0.99096838936277,73
"1617","Чкаловский район",1929,1.24664667823891,73
"1618","Шарангский район",1929,1.0019746946537,73
"1619","Шатковский район",1929,1.04551920341394,73
"1620","Шахунский район",1929,1.1569724002083,73
"1621","Ардатовский район",1930,1.06861080595226,72
"1622","Арзамасский район",1930,1.4473798936263,72
"1623","Балахнинский район",1930,1.10070079219988,72
"1624","Богородский район",1930,1.19860764481807,72
"1625","Большеболдинский район",1930,1.18315918869084,72
"1626","Большемурашкинский район",1930,1.18075212292762,72
"1627","Борский район",1930,1.29500007829505,72
"1628","Бутурлинский район",1930,1.26892662293876,72
"1629","Вадский район",1930,1.03643620445474,72
"1630","Варнавинский район",1930,1.19826633806408,72
"1631","Вачский район",1930,1.72073463783042,72
"1632","Ветлужский район",1930,1.28815008819285,72
"1633","Вознесенский район",1930,1.41753886800122,72
"1634","Володарский район",1930,0.906688272855296,72
"1635","Воротынский район",1930,1.63866129704208,72
"1636","Воскресенский район",1930,1.68406736269451,72
"1637","Выксунский район",1930,1.44666689306211,72
"1638","Гагинский район",1930,1.38861205235533,72
"1639","г. Арзамас",1930,0.581744309524909,72
"1640","г. Балахна",1930,0.997353245341887,72
"1641","г. Богородск",1930,1.23474392608646,72
"1642","г. Бор",1930,0.975789685467105,72
"1643","г. Выкса",1930,0.813893040483462,72
"1644","г. Городец",1930,1.12645920518549,72
"1645","г. Кстово",1930,0.947521865889213,72
"1646","г. Нижний Новгород",1930,0.825490106055737,72
"1647","Городецкий район",1930,1.03513902427703,72
"1648","г. Павлово",1930,1.05924013051075,72
"1649","г. Саров",1930,0.81125692143802,72
"1650","Дальнеконстантиновский район",1930,1.37280311006722,72
"1651","Дивеевский район",1930,0.989182622780124,72
"1652","Княгининский район",1930,0.91583767566714,72
"1653","Ковернинский район",1930,1.2965736753417,72
"1654","Краснобаковский район",1930,1.23195125182143,72
"1655","Краснооктябрьский район",1930,1.81574639083197,72
"1656","Кстовский район",1930,1.15606936416185,72
"1657","Кулебакский район",1930,0.832908380078191,72
"1658","Лукояновский район",1930,1.52769679300292,72
"1659","Лысковский район",1930,1.25258507238203,72
"1660","Навашинский район",1930,1.40916684826033,72
"1661","Павловский район",1930,1.41578180303977,72
"1662","Первомайский район",1930,1.21890882921783,72
"1663","Перевозский район",1930,0.961968680089485,72
"1664","Пильнинский район",1930,1.63441370849658,72
"1665","Починковский район",1930,1.52104809720448,72
"1666","Сельские населенные пункты, подчиненные администрации г. Дзержинска",1930,0.812304464302441,72
"1667","Сельские населенные пункты, подчиненные администрации г. Кулебаки",1930,1.06284894739538,72
"1668","Семеновский район",1930,1.35708566853483,72
"1669","Сергачский район",1930,1.29961067697392,72
"1670","Сеченовский район",1930,1.65977454257067,72
"1671","Сокольский район",1930,1.38466314809066,72
"1672","Сосновский район",1930,1.3704909015905,72
"1673","Спасский район",1930,1.8414970550958,72
"1674","Тонкинский район",1930,1.32234399058056,72
"1675","Тоншаевский район",1930,1.15761353517364,72
"1676","Уренский район",1930,1.0129202207727,72
"1677","Чкаловский район",1930,1.31765819788543,72
"1678","Шарангский район",1930,1.2798946829518,72
"1679","Шатковский район",1930,1.19487908961593,72
"1680","Шахунский район",1930,1.29055629768832,72
"1681","Ардатовский район",1931,1.05196577782216,71
"1682","Арзамасский район",1931,1.32749149882291,71
"1683","Балахнинский район",1931,1.10070079219988,71
"1684","Богородский район",1931,1.02127939051622,71
"1685","Большеболдинский район",1931,1.0679164105716,71
"1686","Большемурашкинский район",1931,1.07561665992721,71
"1687","Борский район",1931,1.26368205947292,71
"1688","Бутурлинский район",1931,1.03598357138479,71
"1689","Вадский район",1931,0.875498905626368,71
"1690","Варнавинский район",1931,1.16427296677148,71
"1691","Вачский район",1931,1.61345691726742,71
"1692","Ветлужский район",1931,1.14383451814635,71
"1693","Вознесенский район",1931,1.00599532567828,71
"1694","Володарский район",1931,0.833381561432953,71
"1695","Воротынский район",1931,1.4210989214461,71
"1696","Воскресенский район",1931,1.74006960278411,71
"1697","Выксунский район",1931,1.11386558902435,71
"1698","Гагинский район",1931,1.30888313068899,71
"1699","г. Арзамас",1931,0.592825153515859,71
"1700","г. Балахна",1931,0.953532803982402,71
"1701","г. Богородск",1931,1.11497661685867,71
"1702","г. Бор",1931,0.99590906042519,71
"1703","г. Выкса",1931,0.748911560205342,71
"1704","г. Городец",1931,1.05723545514616,71
"1705","г. Кстово",1931,0.795675413022352,71
"1706","г. Нижний Новгород",1931,0.764733789388305,71
"1707","Городецкий район",1931,1.01038233610299,71
"1708","г. Павлово",1931,0.916977222471354,71
"1709","г. Саров",1931,0.8358404645119,71
"1710","Дальнеконстантиновский район",1931,1.14602737507087,71
"1711","Дивеевский район",1931,1.11644588419043,71
"1712","Княгининский район",1931,0.971103742302226,71
"1713","Ковернинский район",1931,1.03445047743868,71
"1714","Краснобаковский район",1931,1.14805493001281,71
"1715","Краснооктябрьский район",1931,1.50319988093466,71
"1716","Кстовский район",1931,1.02713969529622,71
"1717","Кулебакский район",1931,0.759249815853589,71
"1718","Лукояновский район",1931,1.39650145772595,71
"1719","Лысковский район",1931,1.18678322993044,71
"1720","Навашинский район",1931,1.26389191544999,71
"1721","Павловский район",1931,1.18675827607745,71
"1722","Первомайский район",1931,1.20541537354383,71
"1723","Перевозский район",1931,0.984340044742729,71
"1724","Пильнинский район",1931,1.51964858126558,71
"1725","Починковский район",1931,1.40221621461038,71
"1726","Сельские населенные пункты, подчиненные администрации г. Дзержинска",1931,0.750857078626426,71
"1727","Сельские населенные пункты, подчиненные администрации г. Кулебаки",1931,0.983455411565845,71
"1728","Семеновский район",1931,1.24899919935949,71
"1729","Сергачский район",1931,1.21558412458337,71
"1730","Сеченовский район",1931,1.42185464227044,71
"1731","Сокольский район",1931,1.22943185346166,71
"1732","Сосновский район",1931,1.12297749461429,71
"1733","Спасский район",1931,1.31215984492656,71
"1734","Тонкинский район",1931,1.05062947196812,71
"1735","Тоншаевский район",1931,1.29415256752746,71
"1736","Уренский район",1931,1.01605619668841,71
"1737","Чкаловский район",1931,1.33738362000947,71
"1738","Шарангский район",1931,1.40422730929569,71
"1739","Шатковский район",1931,1.28022759601707,71
"1740","Шахунский район",1931,1.14338759707474,71
"1741","Ардатовский район",1932,1.17180998035887,70
"1742","Арзамасский район",1932,1.48879588455837,70
"1743","Балахнинский район",1932,1.22638634978672,70
"1744","Богородский район",1932,1.26428477604098,70
"1745","Большеболдинский район",1932,1.38291333743085,70
"1746","Большемурашкинский район",1932,1.17266477961989,70
"1747","Борский район",1932,1.43593116299463,70
"1748","Бутурлинский район",1932,1.26892662293876,70
"1749","Вадский район",1932,0.875498905626368,70
"1750","Варнавинский район",1932,1.10478456700943,70
"1751","Вачский район",1932,1.76364572605561,70
"1752","Ветлужский район",1932,1.21866481372601,70
"1753","Вознесенский район",1932,1.31592317853877,70
"1754","Володарский район",1932,0.81216119760017,70
"1755","Воротынский район",1932,1.69883812433458,70
"1756","Воскресенский район",1932,1.74406976279051,70
"1757","Выксунский район",1932,1.45685468808368,70
"1758","Гагинский район",1932,1.64773104777091,70
"1759","г. Арзамас",1932,0.633454914816012,70
"1760","г. Балахна",1932,1.02364551015758,70
"1761","г. Богородск",1932,1.17771187407323,70
"1762","г. Бор",1932,1.09482932063577,70
"1763","г. Выкса",1932,0.888621742803301,70
"1764","г. Городец",1932,1.19882948931752,70
"1765","г. Кстово",1932,1.05381438289602,70
"1766","г. Нижний Новгород",1932,0.870024333134383,70
"1767","Городецкий район",1932,1.15273329310371,70
"1768","г. Павлово",1932,1.0422304349843,70
"1769","г. Саров",1932,1.04070332346089,70
"1770","Дальнеконстантиновский район",1932,1.27156394265814,70
"1771","Дивеевский район",1932,1.1222305778909,70
"1772","Княгининский район",1932,1.34217590399495,70
"1773","Ковернинский район",1932,1.36678524620857,70
"1774","Краснобаковский район",1932,1.27169161478341,70
"1775","Краснооктябрьский район",1932,2.03155231433249,70
"1776","Кстовский район",1932,1.10879515224445,70
"1777","Кулебакский район",1932,0.662927078021418,70
"1778","Лукояновский район",1932,1.51895043731778,70
"1779","Лысковский район",1932,1.48054145516074,70
"1780","Навашинский район",1932,1.16219946248275,70
"1781","Павловский район",1932,1.33481388946723,70
"1782","Первомайский район",1932,1.29537174470382,70
"1783","Перевозский район",1932,0.950782997762863,70
"1784","Пильнинский район",1932,1.70168981756302,70
"1785","Починковский район",1932,1.63393838566887,70
"1786","Сельские населенные пункты, подчиненные администрации г. Дзержинска",1932,0.837033290245228,70
"1787","Сельские населенные пункты, подчиненные администрации г. Кулебаки",1932,1.05260462019157,70
"1788","Семеновский район",1932,1.34307445956765,70
"1789","Сергачский район",1932,1.50967705795031,70
"1790","Сеченовский район",1932,1.63711550444684,70
"1791","Сокольский район",1932,1.17975783918038,70
"1792","Сосновский район",1932,1.43924462575056,70
"1793","Спасский район",1932,1.81913069410274,70
"1794","Тонкинский район",1932,1.49442985236844,70
"1795","Тоншаевский район",1932,1.2882160878599,70
"1796","Уренский район",1932,1.14776718514802,70
"1797","Чкаловский район",1932,1.50702225027616,70
"1798","Шарангский район",1932,1.23601257953631,70
"1799","Шатковский район",1932,1.15220483641536,70
"1800","Шахунский район",1932,1.28602802997713,70
"1801","Ардатовский район",1933,0.952095609041579,69
"1802","Арзамасский район",1933,1.31441276484436,69
"1803","Балахнинский район",1933,0.849329677026204,69
"1804","Богородский район",1933,0.949034546171023,69
"1805","Большеболдинский район",1933,1.08328211432084,69
"1806","Большемурашкинский район",1933,1.08370400323494,69
"1807","Борский район",1933,1.24645714912075,69
"1808","Бутурлинский район",1933,1.10341445472936,69
"1809","Вадский район",1933,0.907686365392043,69
"1810","Варнавинский район",1933,0.960312739015892,69
"1811","Вачский район",1933,1.42464812907655,69
"1812","Ветлужский район",1933,1.09038430701801,69
"1813","Вознесенский район",1933,1.08728787724825,69
"1814","Володарский район",1933,0.704130254451454,69
"1815","Воротынский район",1933,1.38869601444244,69
"1816","Воскресенский район",1933,1.4920596823873,69
"1817","Выксунский район",1933,1.01877950215642,69
"1818","Гагинский район",1933,1.37532389874427,69
"1819","г. Арзамас",1933,0.673161272450252,69
"1820","г. Балахна",1933,0.844858109410878,69
"1821","г. Богородск",1933,0.88970001140641,69
"1822","г. Бор",1933,0.863456508617799,69
"1823","г. Выкса",1933,0.627071284683865,69
"1824","г. Городец",1933,0.934520625530978,69
"1825","г. Кстово",1933,0.971817298347911,69
"1826","г. Нижний Новгород",1933,0.759224400471359,69
"1827","Городецкий район",1933,0.943848736635257,69
"1828","г. Павлово",1933,0.895328519074054,69
"1829","г. Саров",1933,0.867447877035459,69
"1830","Дальнеконстантиновский район",1933,1.15412650846359,69
"1831","Дивеевский район",1933,0.966043847978249,69
"1832","Княгининский район",1933,0.963208589925786,69
"1833","Ковернинский район",1933,1.14210821943456,69
"1834","Краснобаковский район",1933,1.03324943701152,69
"1835","Краснооктябрьский район",1933,1.57017413305551,69
"1836","Кстовский район",1933,1.1044974966156,69
"1837","Кулебакский район",1933,0.770581902657374,69
"1838","Лукояновский район",1933,1.12827988338192,69
"1839","Лысковский район",1933,1.2619853355894,69
"1840","Навашинский район",1933,1.0786663761168,69
"1841","Павловский район",1933,1.13817752793393,69
"1842","Первомайский район",1933,1.08397427247785,69
"1843","Перевозский район",1933,0.866890380313199,69
"1844","Пильнинский район",1933,1.67003047211999,69
"1845","Починковский район",1933,1.31606309972966,69
"1846","Сельские населенные пункты, подчиненные администрации г. Дзержинска",1933,0.766968283407332,69
"1847","Сельские населенные пункты, подчиненные администрации г. Кулебаки",1933,0.806740767300108,69
"1848","Семеновский район",1933,1.17894315452362,69
"1849","Сергачский район",1933,1.25479651569896,69
"1850","Сеченовский район",1933,1.40486036367756,69
"1851","Сокольский район",1933,1.1921763427507,69
"1852","Сосновский район",1933,1.28798643259843,69
"1853","Спасский район",1933,1.49854618653545,69
"1854","Тонкинский район",1933,1.0415723213477,69
"1855","Тоншаевский район",1933,1.03294746215494,69
"1856","Уренский район",1933,0.92824887104867,69
"1857","Чкаловский район",1933,1.36894429540792,69
"1858","Шарангский район",1933,0.92883785562788,69
"1859","Шатковский район",1933,1.02062588904694,69
"1860","Шахунский район",1933,0.993954762605565,69
"1861","Ардатовский район",1934,0.888844502147209,68
"1862","Арзамасский район",1934,1.43212137065132,68
"1863","Балахнинский район",1934,1.01310176721511,68
"1864","Богородский район",1934,1.24458163667411,68
"1865","Большеболдинский район",1934,1.23693915181315,68
"1866","Большемурашкинский район",1934,1.43145976546704,68
"1867","Борский район",1934,1.24802305006185,68
"1868","Бутурлинский район",1934,1.31183718506712,68
"1869","Вадский район",1934,1.13299858375177,68
"1870","Варнавинский район",1934,0.858332625138098,68
"1871","Вачский район",1934,1.33882595262616,68
"1872","Ветлужский район",1934,0.978138863648511,68
"1873","Вознесенский район",1934,1.27019611828066,68
"1874","Володарский район",1934,0.829523313463356,68
"1875","Воротынский район",1934,1.29148729343147,68
"1876","Воскресенский район",1934,1.42405696227849,68
"1877","Выксунский район",1934,1.06292661391653,68
"1878","Гагинский район",1934,1.74739219985383,68
"1879","г. Арзамас",1934,0.656540006463826,68
"1880","г. Балахна",1934,1.01137578657692,68
"1881","г. Богородск",1934,1.0094673206342,68
"1882","г. Бор",1934,0.962376768828382,68
"1883","г. Выкса",1934,0.727792579114952,68
"1884","г. Городец",1934,0.88102954595513,68
"1885","г. Кстово",1934,1.02800048590865,68
"1886","г. Нижний Новгород",1934,0.854873513612782,68
"1887","Городецкий район",1934,1.06763217750545,68
"1888","г. Павлово",1934,1.0236744035009,68
"1889","г. Саров",1934,0.979829788230336,68
"1890","Дальнеконстантиновский район",1934,1.21082044221268,68
"1891","Дивеевский район",1934,1.35361832590964,68
"1892","Княгининский район",1934,1.28690983735986,68
"1893","Ковернинский район",1934,1.18891593334582,68
"1894","Краснобаковский район",1934,1.05974301231951,68
"1895","Краснооктябрьский район",1934,2.03155231433249,68
"1896","Кстовский район",1934,1.26780841051207,68
"1897","Кулебакский район",1934,0.832908380078191,68
"1898","Лукояновский район",1934,1.43440233236152,68
"1899","Лысковский район",1934,1.54634329761233,68
"1900","Навашинский район",1934,1.09319386939784,68
"1901","Павловский район",1934,1.23765239318019,68
"1902","Первомайский район",1934,1.15593936940584,68
"1903","Перевозский район",1934,1.12975391498881,68
"1904","Пильнинский район",1934,1.7254343266453,68
"1905","Починковский район",1934,1.40815780874009,68
"1906","Сельские населенные пункты, подчиненные администрации г. Дзержинска",1934,0.888364338035557,68
"1907","Сельские населенные пункты, подчиненные администрации г. Кулебаки",1934,0.878451057726784,68
"1908","Семеновский район",1934,1.11889511609287,68
"1909","Сергачский район",1934,1.36683191888637,68
"1910","Сеченовский район",1934,1.58613266866822,68
"1911","Сокольский район",1934,1.18596709096554,68
"1912","Сосновский район",1934,1.4025759728652,68
"1913","Спасский район",1934,1.93096249906807,68
"1914","Тонкинский район",1934,1.33140114120098,68
"1915","Тоншаевский район",1934,1.01513802315227,68
"1916","Уренский район",1934,0.956472654290015,68
"1917","Чкаловский район",1934,1.48729682815212,68
"1918","Шарангский район",1934,1.118993637095,68
"1919","Шатковский район",1934,1.20554765291607,68
"1920","Шахунский район",1934,0.873955668259107,68
"1921","Ардатовский район",1935,1.12187489596857,67
"1922","Арзамасский район",1935,1.36236812276572,67
"1923","Балахнинский район",1935,1.17687385740402,67
"1924","Богородский район",1935,1.36936818599764,67
"1925","Большеболдинский район",1935,1.35986478180701,67
"1926","Большемурашкинский район",1935,1.43145976546704,67
"1927","Борский район",1935,1.38582233287922,67
"1928","Бутурлинский район",1935,1.2505363820266,67
"1929","Вадский район",1935,0.997811252735934,67
"1930","Варнавинский район",1935,1.15577462394833,67
"1931","Вачский район",1935,1.62633024373498,67
"1932","Ветлужский район",1935,1.24538991929018,67
"1933","Вознесенский район",1935,1.08220709277512,67
"1934","Володарский район",1935,0.939483380596871,67
"1935","Воротынский район",1935,1.35166412072397,67
"1936","Воскресенский район",1935,1.6040641625665,67
"1937","Выксунский район",1935,1.52137738988692,67
"1938","Гагинский район",1935,1.72081589263172,67
"1939","г. Арзамас",1935,0.77750588669837,67
"1940","г. Балахна",1935,1.07973567509772,67
"1941","г. Богородск",1935,1.16915706627124,67
"1942","г. Бор",1935,1.02441150828248,67
"1943","г. Выкса",1935,0.800896744427838,67
"1944","г. Городец",1935,1.34042352348888,67
"1945","г. Кстово",1935,1.0932944606414,67
"1946","г. Нижний Новгород",1935,0.968887256477358,67
"1947","Городецкий район",1935,1.16665893020161,67
"1948","г. Павлово",1935,1.30665388362276,67
"1949","г. Саров",1935,1.10743008323285,67
"1950","Дальнеконстантиновский район",1935,1.44569531060177,67
"1951","Дивеевский район",1935,1.2147856770984,67
"1952","Княгининский район",1935,1.22374861834833,67
"1953","Ковернинский район",1935,1.52125070211571,67
"1954","Краснобаковский район",1935,1.04649622466552,67
"1955","Краснооктябрьский район",1935,1.74133055514213,67
"1956","Кстовский район",1935,1.14102756946086,67
"1957","Кулебакский район",1935,0.889568814097116,67
"1958","Лукояновский район",1935,1.50145772594752,67
"1959","Лысковский район",1935,1.34893777025757,67
"1960","Навашинский район",1935,1.2893150286918,67
"1961","Павловский район",1935,1.46898928910172,67
"1962","Первомайский район",1935,1.26388701479782,67
"1963","Перевозский район",1935,1.02908277404922,67
"1964","Пильнинский район",1935,1.63441370849658,67
"1965","Починковский район",1935,1.50025251775051,67
"1966","Сельские населенные пункты, подчиненные администрации г. Дзержинска",1935,0.988029000168606,67
"1967","Сельские населенные пункты, подчиненные администрации г. Кулебаки",1935,1.08077652000205,67
"1968","Семеновский район",1935,1.4191353082466,67
"1969","Сергачский район",1935,1.209982354424,67
"1970","Сеченовский район",1935,1.41052512320852,67
"1971","Сокольский район",1935,1.29773362309842,67
"1972","Сосновский район",1935,1.68675803272677,67
"1973","Спасский район",1935,1.73712070379483,67
"1974","Тонкинский район",1935,1.06874377320895,67
"1975","Тоншаевский район",1935,0.914217868803799,67
"1976","Уренский район",1935,1.02860010035123,67
"1977","Чкаловский район",1935,1.60564936089632,67
"1978","Шарангский район",1935,0.884955752212389,67
"1979","Шатковский район",1935,1.2126600284495,67
"1980","Шахунский район",1935,0.957728620916069,67
"1981","Ардатовский район",1936,1.0586237890742,66
"1982","Арзамасский район",1936,1.31659255384079,66
"1983","Балахнинский район",1936,1.26447288238879,66
"1984","Богородский район",1936,1.27085248916327,66
"1985","Большеболдинский район",1936,1.42132759680393,66
"1986","Большемурашкинский район",1936,1.35058633238981,66
"1987","Борский район",1936,1.40931084699582,66
"1988","Бутурлинский район",1936,1.21988598050634,66
"1989","Вадский район",1936,1.0106862366422,66
"1990","Варнавинский район",1936,1.01130279595479,66
"1991","Вачский район",1936,1.69927909371782,66
"1992","Ветлужский район",1936,1.10641937035651,66
"1993","Вознесенский район",1936,1.077126308302,66
"1994","Володарский район",1936,0.976136736308043,66
"1995","Воротынский район",1936,1.57848446974957,66
"1996","Воскресенский район",1936,1.5120604824193,66
"1997","Выксунский район",1936,1.29384996773865,66
"1998","Гагинский район",1936,1.74739219985383,66
"1999","г. Арзамас",1936,0.807054804007572,66
"2000","г. Балахна",1936,1.18490473436048,66
"2001","г. Богородск",1936,1.29462758070035,66
"2002","г. Бор",1936,1.20716249748508,66
"2003","г. Выкса",1936,0.852881928650335,66
"2004","г. Городец",1936,1.20512255750291,66
"2005","г. Кстово",1936,1.16314382896016,66
"2006","г. Нижний Новгород",1936,1.04992118513077,66
"2007","Городецкий район",1936,1.13726036299494,66
"2008","г. Павлово",1936,1.27572716448376,66
"2009","г. Саров",1936,1.07933460543413,66
"2010","Дальнеконстантиновский район",1936,1.38090224345995,66
"2011","Дивеевский район",1936,1.2321397581998,66
"2012","Княгининский район",1936,0.860571609032054,66
"2013","Ковернинский район",1936,1.25912750421269,66
"2014","Краснобаковский район",1936,1.12156135470482,66
"2015","Краснооктябрьский район",1936,1.6222652180384,66
"2016","Кстовский район",1936,1.21838537078024,66
"2017","Кулебакский район",1936,0.985891551929288,66
"2018","Лукояновский район",1936,1.37609329446064,66
"2019","Лысковский район",1936,1.27843579620229,66
"2020","Навашинский район",1936,1.38374373501852,66
"2021","Павловский район",1936,1.47824276493858,66
"2022","Первомайский район",1936,1.38083029730581,66
"2023","Перевозский район",1936,1.06263982102908,66
"2024","Пильнинский район",1936,1.51964858126558,66
"2025","Починковский район",1936,1.39330382341582,66
"2026","Сельские населенные пункты, подчиненные администрации г. Дзержинска",1936,1.05622061110174,66
"2027","Сельские населенные пункты, подчиненные администрации г. Кулебаки",1936,1.16529221943349,66
"2028","Семеновский район",1936,1.28702962369896,66
"2029","Сергачский район",1936,1.44245581603787,66
"2030","Сеченовский район",1936,1.42751940180139,66
"2031","Сокольский район",1936,1.08040981061782,66
"2032","Сосновский район",1936,1.87468487876427,66
"2033","Спасский район",1936,1.59546708417207,66
"2034","Тонкинский район",1936,0.914772212661897,66
"2035","Тоншаевский район",1936,1.00326506381716,66
"2036","Уренский район",1936,1.1352232814852,66
"2037","Чкаловский район",1936,1.46757140602809,66
"2038","Шарангский район",1936,0.921524171725298,66
"2039","Шатковский район",1936,1.20554765291607,66
"2040","Шахунский район",1936,0.878483935970295,66
"2041","Ардатовский район",1937,1.22507407037518,65
"2042","Арзамасский район",1937,1.54547039846543,65
"2043","Балахнинский район",1937,1.49299207800122,65
"2044","Богородский район",1937,1.52042558781032,65
"2045","Большеболдинский район",1937,1.21389059618931,65
"2046","Большемурашкинский район",1937,1.39102304892843,65
"2047","Борский район",1937,1.58782355428196,65
"2048","Бутурлинский район",1937,1.50799975479679,65
"2049","Вадский район",1937,1.06218617226728,65
"2050","Варнавинский район",1937,1.23225970935668,65
"2051","Вачский район",1937,1.69069687607278,65
"2052","Ветлужский район",1937,1.27211502485435,65
"2053","Вознесенский район",1937,1.47850828167869,65
"2054","Володарский район",1937,1.11696278719833,65
"2055","Воротынский район",1937,1.82844975234921,65
"2056","Воскресенский район",1937,1.6080643225729,65
"2057","Выксунский район",1937,1.38554012293273,65
"2058","Гагинский район",1937,1.70088366221514,65
"2059","г. Арзамас",1937,1.06930144512674,65
"2060","г. Балахна",1937,1.43205202362798,65
"2061","г. Богородск",1937,1.66818752138702,65
"2062","г. Бор",1937,1.49218697605794,65
"2063","г. Выкса",1937,1.13555136786016,65
"2064","г. Городец",1937,1.48201755766024,65
"2065","г. Кстово",1937,1.46683673469388,65
"2066","г. Нижний Новгород",1937,1.41170439067689,65
"2067","Городецкий район",1937,1.28734778505005,65
"2068","г. Павлово",1937,1.61437473905581,65
"2069","г. Саров",1937,1.28419746438313,65
"2070","Дальнеконстантиновский район",1937,1.3647039766745,65
"2071","Дивеевский район",1937,1.35940301961011,65
"2072","Княгининский район",1937,1.08953102794884,65
"2073","Ковернинский район",1937,1.31061598951507,65
"2074","Краснобаковский район",1937,1.2231200600521,65
"2075","Краснооктябрьский район",1937,1.86039589224587,65
"2076","Кстовский район",1937,1.46335174162494,65
"2077","Кулебакский район",1937,0.827242336676299,65
"2078","Лукояновский район",1937,1.53644314868805,65
"2079","Лысковский район",1937,1.73669862756157,65
"2080","Навашинский район",1937,1.6924529672405,65
"2081","Павловский район",1937,1.6933860781456,65
"2082","Первомайский район",1937,1.15144155084784,65
"2083","Перевозский район",1937,1.18568232662192,65
"2084","Пильнинский район",1937,1.66211563575923,65
"2085","Починковский район",1937,1.46460295297228,65
