"","region","year","value","age","ID_2","NAME_2"
"1534","Пудожский район",1940,0.875082038941151,62,29137,"Pudozhskiy rayon"
"1535","Пудожский район",1947,1.04645227156713,55,29137,"Pudozhskiy rayon"
"1536","Пудожский район",1991,1.48034711587545,11,29137,"Pudozhskiy rayon"
"1537","Пудожский район",1926,0.594326551447532,76,29137,"Pudozhskiy rayon"
"1538","Пудожский район",1963,1.74287172755779,39,29137,"Pudozhskiy rayon"
"1539","Пудожский район",1973,1.31626923357398,29,29137,"Pudozhskiy rayon"
"1540","Пудожский район",1942,0.557864799824984,60,29137,"Pudozhskiy rayon"
"1541","Пудожский район",1949,1.54597826879603,53,29137,"Pudozhskiy rayon"
"1542","Пудожский район",1962,1.69911762561073,40,29137,"Pudozhskiy rayon"
"1543","Пудожский район",1979,1.30897688324947,23,29137,"Pudozhskiy rayon"
"1544","Пудожский район",1914,0.0510464522715671,88,29137,"Pudozhskiy rayon"
"1545","Пудожский район",1965,1.46211624006417,37,29137,"Pudozhskiy rayon"
"1546","Пудожский район",1944,0.444833369795085,58,29137,"Pudozhskiy rayon"
"1547","Пудожский район",1995,0.900605265076934,7,29137,"Pudozhskiy rayon"
"1548","Пудожский район",1930,0.816743236345074,72,29137,"Pudozhskiy rayon"
"1549","Пудожский район",1974,1.31626923357398,28,29137,"Pudozhskiy rayon"
"1550","Пудожский район",1916,0.0401079267848027,86,29137,"Pudozhskiy rayon"
"1551","Пудожский район",1956,1.91788813534602,46,29137,"Pudozhskiy rayon"
"1552","Пудожский район",1912,0.0583388025960767,90,29137,"Pudozhskiy rayon"
"1553","Пудожский район",1990,1.70276380077299,12,29137,"Pudozhskiy rayon"
"1554","Пудожский район",1925,0.412017793334792,77,29137,"Pudozhskiy rayon"
"1555","Пудожский район",1921,0.167724057463721,81,29137,"Pudozhskiy rayon"
"1556","Пудожский район",1911,0.0437541019470575,91,29137,"Pudozhskiy rayon"
"1557","Пудожский район",1941,1.07197549770291,61,29137,"Pudozhskiy rayon"
"1558","Пудожский район",1948,1.06832932254065,54,29137,"Pudozhskiy rayon"
"1559","Пудожский район",1992,1.27616130678918,10,29137,"Pudozhskiy rayon"
"1560","Пудожский район",1927,0.466710420768614,75,29137,"Pudozhskiy rayon"
